Key;Layer Type;Segment;Cost Type;Cost Object;Spend type;Market Segment;Internal Staff;External Staff;SW Depreciation;HW Depreciation;SW Maintenance;HW Maintenance;Leased Lines;Other IT Cost;Other OOE;Total;Currency
3391;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5280/I8-01533   FA&C CR_ERP;Run;Foreign Exchange;0;0;0;0;0;0;0;0;0;0;EUR
3392;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5280/I8-01533   FA&C CR_ERP;Run;GSF;3;0;0;0;0;0;0;0;0;3;EUR
3393;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5280/I8-01533   FA&C CR_ERP;Run;IFS;14;0;0;0;0;0;0;0;0;14;EUR
3394;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5280/I8-01533   FA&C CR_ERP;Run;Index;1;0;0;0;0;0;0;0;0;1;EUR
3395;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5280/I8-01533   FA&C CR_ERP;Run;Result;63;0;0;0;0;0;0;0;0;63;EUR
3396;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5280/I9-01533   HR CR_ERP;Run;Clearstream;5;0;0;0;0;0;0;0;0;5;EUR
3397;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5280/I9-01533   HR CR_ERP;Run;GSF;1;0;0;0;0;0;0;0;0;1;EUR
3398;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5280/I9-01533   HR CR_ERP;Run;IFS;1;0;0;0;0;0;0;0;0;1;EUR
3399;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5280/I9-01533   HR CR_ERP;Run;Result;8;0;0;0;0;0;0;0;0;8;EUR
3400;Direct;Settlement;0;PSP 5120/P7-02176   Settlement Enhancements: fine specs IT;Change;Clearstream;75;-2;0;0;0;0;0;0;0;77;EUR
3401;Direct;Settlement;0;PSP 5120/P7-02176   Settlement Enhancements: fine specs IT;Change;Result;75;-2;0;0;0;0;0;0;0;77;EUR
3402;Direct;Settlement;0;PSP 5120/P8-02176   Settlement Enhancements: build & test IT;Change;Clearstream;303;-101;0;0;0;0;0;0;0;404;EUR
3403;Direct;Settlement;0;PSP 5120/P8-02176   Settlement Enhancements: build & test IT;Change;Result;303;-101;0;0;0;0;0;0;0;404;EUR
3404;Direct;Settlement;0;PSP 0066/P8-02176   Settlement Enhancements: build & test IT;Change;Clearstream;10;0;0;0;0;0;0;0;0;10;EUR
3405;Direct;Settlement;0;PSP 0066/P8-02176   Settlement Enhancements: build & test IT;Change;Result;10;0;0;0;0;0;0;0;0;10;EUR
3406;Direct;Settlement;0;PSP 5120/P9-02176   Settlement Enhancements: acceptance IT;Change;Clearstream;7;0;0;0;0;0;0;0;0;7;EUR
3407;Direct;Settlement;0;PSP 5120/P9-02176   Settlement Enhancements: acceptance IT;Change;Result;7;0;0;0;0;0;0;0;0;7;EUR
3408;Direct;Settlement;0;PSP 5130/P9-02176   Settlement Enhancements: acceptance IT;Change;Clearstream;5;0;0;0;0;0;0;0;0;5;EUR
3409;Direct;Settlement;0;PSP 5130/P9-02176   Settlement Enhancements: acceptance IT;Change;Result;5;0;0;0;0;0;0;0;0;5;EUR
3410;Direct;Data;0;PSP 5120/P7-02177   Corporate Systems ERs: fine specs IT;Run;Clearstream;4;0;0;0;0;0;0;0;0;4;EUR
3411;Direct;Data;0;PSP 5120/P7-02177   Corporate Systems ERs: fine specs IT;Run;Result;4;0;0;0;0;0;0;0;0;4;EUR
3412;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;PSP 5120/P8-02177   Corporate Systems ERs: build & test IT;Run;Clearstream;86;0;0;0;0;0;0;0;0;86;EUR
3413;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;PSP 5120/P8-02177   Corporate Systems ERs: build & test IT;Run;Result;86;0;0;0;0;0;0;0;0;86;EUR
3414;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;PSP 0066/P8-02177   Corporate Systems ERs: build & test IT;Run;Clearstream;1;0;0;0;0;0;0;0;0;1;EUR
3415;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;PSP 0066/P8-02177   Corporate Systems ERs: build & test IT;Run;Result;1;0;0;0;0;0;0;0;0;1;EUR
3416;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 0001/N1-02158   Xetra MiFID - SAP(MIFID Non-Relea. Item);Change;Cash;14;0;0;0;0;0;0;0;0;14;EUR
3417;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 0001/N1-02158   Xetra MiFID - SAP(MIFID Non-Relea. Item);Change;Result;14;0;0;0;0;0;0;0;0;14;EUR
3418;Shared Layer;SAP & Corporate Systems (incl Statistix);Datawarehouse (Statistix);PSP 0001/N2-02158   Xetra MiFID- StatistiX(MIFID Non-Relea.);Change;Cash;181;-12;0;0;0;0;0;0;0;193;EUR
3419;Shared Layer;SAP & Corporate Systems (incl Statistix);Datawarehouse (Statistix);PSP 0001/N2-02158   Xetra MiFID- StatistiX(MIFID Non-Relea.);Change;Result;181;-12;0;0;0;0;0;0;0;193;EUR
3420;Shared Layer;SAP & Corporate Systems (incl Statistix);Datawarehouse (Statistix);PSP 0066/N2-02158   Xetra MiFID- StatistiX(MIFID Non-Relea.);Change;Cash;17;0;0;0;0;0;0;0;0;17;EUR
3421;Shared Layer;SAP & Corporate Systems (incl Statistix);Datawarehouse (Statistix);PSP 0066/N2-02158   Xetra MiFID- StatistiX(MIFID Non-Relea.);Change;Result;17;0;0;0;0;0;0;0;0;17;EUR
3422;Direct;Clearing;0;PSP 0001/O1-00916   DevOps Clearing IT;Run;Eurex;224;0;0;0;0;0;0;0;0;224;EUR
3423;Direct;Clearing;0;PSP 0001/O1-00916   DevOps Clearing IT;Run;Result;224;0;0;0;0;0;0;0;0;224;EUR
3424;Direct;Clearing;0;PSP 0001/P3-00369   Architectural Support Clearing IT;Run;Eurex;564;0;0;0;0;0;0;0;0;564;EUR
3425;Direct;Clearing;0;PSP 0001/P3-00369   Architectural Support Clearing IT;Run;Result;564;0;0;0;0;0;0;0;0;564;EUR
3426;Direct;Risk;0;PSP 0001/A1-01798   Risk Change;Run;Eurex;449;0;0;0;0;0;0;4;0;453;EUR
3427;Direct;Risk;0;PSP 0001/A1-01798   Risk Change;Run;Result;449;0;0;0;0;0;0;4;0;453;EUR
3428;Direct;Risk;0;PSP 0072/A1-01798   Risk Change;Run;Eurex;8;0;0;0;0;0;0;0;0;8;EUR
3429;Direct;Risk;0;PSP 0072/A1-01798   Risk Change;Run;Result;8;0;0;0;0;0;0;0;0;8;EUR
3430;Direct;Risk;0;PSP 0066/A1-01798   Risk Change;Run;Eurex;1,518;-244;0;0;0;0;0;0;0;1,762;EUR
3431;Direct;Risk;0;PSP 0066/A1-01798   Risk Change;Run;Result;1,518;-244;0;0;0;0;0;0;0;1,762;EUR
3432;Direct;Risk;0;PSP 0066/R8-02133   Asia Risk IT (DBAG I-D);Change;Eurex;0;-317;0;0;0;0;0;0;0;317;EUR
3433;Direct;Risk;0;PSP 0066/R8-02133   Asia Risk IT (DBAG I-D);Change;Result;0;-317;0;0;0;0;0;0;0;317;EUR
3434;Direct;Energy;0;PSP 0001/N4-02084   M7TB Business;Run;Commodities;36;0;0;0;0;0;0;0;0;36;EUR
3435;Direct;Energy;0;PSP 0001/N4-02084   M7TB Business;Run;Result;36;0;0;0;0;0;0;0;0;36;EUR
3436;Direct;Energy;0;PSP 0066/N4-02084   M7TB Business;Run;Commodities;133;0;0;0;0;0;0;0;0;133;EUR
3437;Direct;Energy;0;PSP 0066/N4-02084   M7TB Business;Run;Result;133;0;0;0;0;0;0;0;0;133;EUR
3438;Direct;Asset Servicing;0;PSP 5120/P7-02180   Asset Servicing ERs: fine specs IT;Change;Clearstream;8;0;0;0;0;0;0;0;0;8;EUR
3439;Direct;Asset Servicing;0;PSP 5120/P7-02180   Asset Servicing ERs: fine specs IT;Change;Result;8;0;0;0;0;0;0;0;0;8;EUR
3440;Direct;Asset Servicing;0;PSP 0066/P7-02180   Asset Servicing ERs: fine specs IT;Change;Clearstream;17;0;0;0;0;0;0;0;0;17;EUR
3441;Direct;Asset Servicing;0;PSP 0066/P7-02180   Asset Servicing ERs: fine specs IT;Change;Result;17;0;0;0;0;0;0;0;0;17;EUR
3442;Direct;Asset Servicing;0;PSP 5120/P8-02180   Asset Servicing ERs: build & test IT;Change;Clearstream;28;0;0;0;0;0;0;0;0;28;EUR
3443;Direct;Asset Servicing;0;PSP 5120/P8-02180   Asset Servicing ERs: build & test IT;Change;Result;28;0;0;0;0;0;0;0;0;28;EUR
3444;Direct;Asset Servicing;0;PSP 0066/P8-02180   Asset Servicing ERs: build & test IT;Change;Clearstream;40;0;0;0;0;0;0;0;0;40;EUR
3445;Direct;Asset Servicing;0;PSP 0066/P8-02180   Asset Servicing ERs: build & test IT;Change;Result;40;0;0;0;0;0;0;0;0;40;EUR
3446;Direct;Data;0;PSP 0066/P1-02182   BAU: Appl.Support RDF Dev;Run;Clearstream;34;0;0;0;0;0;0;0;0;34;EUR
3447;Direct;Data;0;PSP 0066/P1-02182   BAU: Appl.Support RDF Dev;Run;Result;34;0;0;0;0;0;0;0;0;34;EUR
3448;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;PSP 5120/P2-02182   BAU: Appl.Support AM  Dev;Run;Clearstream;16;0;0;0;0;0;0;0;0;16;EUR
3449;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;PSP 5120/P2-02182   BAU: Appl.Support AM  Dev;Run;Result;16;0;0;0;0;0;0;0;0;16;EUR
3450;Direct;Data;0;PSP 0066/P2-02182   BAU: Appl.Support AM  Dev;Run;Clearstream;47;0;0;0;0;0;0;0;0;47;EUR
3451;Direct;Data;0;PSP 0066/P2-02182   BAU: Appl.Support AM  Dev;Run;Result;47;0;0;0;0;0;0;0;0;47;EUR
3452;Direct;Data;0;PSP 0066/P3-02182   BAU: DBSS support on call RDF;Run;Clearstream;59;0;0;0;0;0;0;0;0;59;EUR
3453;Direct;Data;0;PSP 0066/P3-02182   BAU: DBSS support on call RDF;Run;Result;59;0;0;0;0;0;0;0;0;59;EUR
3454;Direct;Data;0;PSP 0066/P4-02182   BAU: DBSS support on call AM;Run;Clearstream;10;0;0;0;0;0;0;0;0;10;EUR
3455;Direct;Data;0;PSP 0066/P4-02182   BAU: DBSS support on call AM;Run;Result;10;0;0;0;0;0;0;0;0;10;EUR
3456;Direct;Data;0;PSP 5120/P5-02182   BAU: Appl.Support Corporate System FA;Run;Clearstream;79;0;0;0;0;0;0;0;0;79;EUR
3457;Direct;Data;0;PSP 5120/P5-02182   BAU: Appl.Support Corporate System FA;Run;Result;79;0;0;0;0;0;0;0;0;79;EUR
3458;Direct;Data;0;PSP 0066/P5-02182   BAU: Appl.Support Corporate System FA;Run;Clearstream;12;0;0;0;0;0;0;0;0;12;EUR
3459;Direct;Data;0;PSP 0066/P5-02182   BAU: Appl.Support Corporate System FA;Run;Result;12;0;0;0;0;0;0;0;0;12;EUR
3460;Direct;Data;0;PSP 5120/P6-02182   BAU: Appl.Support Corporate System HU;Run;Clearstream;50;0;0;0;0;0;0;0;0;50;EUR
3461;Direct;Data;0;PSP 5120/P6-02182   BAU: Appl.Support Corporate System HU;Run;Result;50;0;0;0;0;0;0;0;0;50;EUR
3462;Shared Layer;Security;CISO;PSP 0066/S0-01878   IS Assurance;Change;Cash;17;0;0;0;0;0;0;0;0;17;EUR
3463;Shared Layer;Security;CISO;PSP 0066/S0-01878   IS Assurance;Change;Clearstream;56;0;0;0;0;0;0;0;0;56;EUR
3464;Shared Layer;Security;CISO;PSP 0066/S0-01878   IS Assurance;Change;Commodities;4;0;0;0;0;0;0;0;0;4;EUR
3465;Shared Layer;Security;CISO;PSP 0066/S0-01878   IS Assurance;Change;Data;11;0;0;0;0;0;0;0;0;11;EUR
3466;Shared Layer;Security;CISO;PSP 0066/S0-01878   IS Assurance;Change;Eurex;55;0;0;0;0;0;0;0;0;55;EUR
3467;Shared Layer;Security;CISO;PSP 0066/S0-01878   IS Assurance;Change;Foreign Exchange;0;0;0;0;0;0;0;0;0;0;EUR
3468;Shared Layer;Security;CISO;PSP 0066/S0-01878   IS Assurance;Change;GSF;8;0;0;0;0;0;0;0;0;8;EUR
3469;Shared Layer;Security;CISO;PSP 0066/S0-01878   IS Assurance;Change;IFS;37;0;0;0;0;0;0;0;0;37;EUR
3470;Shared Layer;Security;CISO;PSP 0066/S0-01878   IS Assurance;Change;Index;5;0;0;0;0;0;0;0;0;5;EUR
3471;Shared Layer;Security;CISO;PSP 0066/S0-01878   IS Assurance;Change;Result;192;0;0;0;0;0;0;0;0;192;EUR
3472;Direct;Settlement;0;PSP 0066/S4-00916   Operations M1 Server;Run;Cash;9;0;0;0;0;0;0;0;0;9;EUR
3473;Direct;Settlement;0;PSP 0066/S4-00916   Operations M1 Server;Run;Clearstream;218;0;0;0;0;0;0;0;0;218;EUR
3474;Direct;Settlement;0;PSP 0066/S4-00916   Operations M1 Server;Run;Commodities;3;0;0;0;0;0;0;0;0;3;EUR
3475;Direct;Settlement;0;PSP 0066/S4-00916   Operations M1 Server;Run;Data;5;0;0;0;0;0;0;0;0;5;EUR
3476;Direct;Settlement;0;PSP 0066/S4-00916   Operations M1 Server;Run;Eurex;22;0;0;0;0;0;0;0;0;22;EUR
3477;Direct;Settlement;0;PSP 0066/S4-00916   Operations M1 Server;Run;GSF;3;0;0;0;0;0;0;0;0;3;EUR
3478;Direct;Settlement;0;PSP 0066/S4-00916   Operations M1 Server;Run;Result;259;0;0;0;0;0;0;0;0;259;EUR
3479;Direct;Data;0;PSP 0066/P0-02183   Stoxx Development Prague;Run;Index;295;0;0;0;0;0;0;0;0;295;EUR
3480;Direct;Data;0;PSP 0066/P0-02183   Stoxx Development Prague;Run;Result;295;0;0;0;0;0;0;0;0;295;EUR
3481;Shared Layer;SAP & Corporate Systems (incl Statistix);Datawarehouse (Statistix);PSP 5120/P7-02182   BAU: Appl.Support DatawarehouseLux;Run;Clearstream;245;0;0;0;0;0;0;0;0;245;EUR
3482;Shared Layer;SAP & Corporate Systems (incl Statistix);Datawarehouse (Statistix);PSP 5120/P7-02182   BAU: Appl.Support DatawarehouseLux;Run;Result;245;0;0;0;0;0;0;0;0;245;EUR
3483;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;PSP 0066/P7-02182   BAU: Appl.Support DatawarehouseLux;Run;Clearstream;95;0;0;0;0;0;0;0;0;95;EUR
3484;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;PSP 0066/P7-02182   BAU: Appl.Support DatawarehouseLux;Run;Result;95;0;0;0;0;0;0;0;0;95;EUR
3485;Shared Layer;SAP & Corporate Systems (incl Statistix);Datawarehouse (Statistix);PSP 5120/P8-02182   BAU: Appl.Support DatawarehouseLux Exter;Run;Clearstream;30;0;0;0;0;0;0;0;0;30;EUR
3486;Shared Layer;SAP & Corporate Systems (incl Statistix);Datawarehouse (Statistix);PSP 5120/P8-02182   BAU: Appl.Support DatawarehouseLux Exter;Run;Result;30;0;0;0;0;0;0;0;0;30;EUR
3487;Shared Layer;SAP & Corporate Systems (incl Statistix);Datawarehouse (Statistix);PSP 0066/P9-02182   BAU:DBSS Support on call DatawarehouseLu;Run;Clearstream;23;0;0;0;0;0;0;0;0;23;EUR
3488;Shared Layer;SAP & Corporate Systems (incl Statistix);Datawarehouse (Statistix);PSP 0066/P9-02182   BAU:DBSS Support on call DatawarehouseLu;Run;Result;23;0;0;0;0;0;0;0;0;23;EUR
3489;Direct;Energy;0;PSP 0066/X1-02156   Monol.to Serv. Build & Test;Change;Commodities;0;-26;0;0;0;0;0;0;0;26;EUR
3490;Direct;Energy;0;PSP 0066/X1-02156   Monol.to Serv. Build & Test;Change;Result;0;-26;0;0;0;0;0;0;0;26;EUR
3491;Direct;Energy;0;PSP 0066/V1-02156   Automate Deployments Build & Test;Change;Commodities;0;-124;0;0;0;0;0;0;0;124;EUR
3492;Direct;Energy;0;PSP 0066/V1-02156   Automate Deployments Build & Test;Change;Result;0;-124;0;0;0;0;0;0;0;124;EUR
3493;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 0001/A0-02156   Portal goes Cloud;Change;Cash;3;0;0;0;0;0;0;0;0;3;EUR
3494;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 0001/A0-02156   Portal goes Cloud;Change;Clearstream;12;0;0;0;0;0;0;0;0;12;EUR
3495;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 0001/A0-02156   Portal goes Cloud;Change;Commodities;1;0;0;0;0;0;0;0;0;1;EUR
3496;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 0001/A0-02156   Portal goes Cloud;Change;Data;2;0;0;0;0;0;0;0;0;2;EUR
3497;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 0001/A0-02156   Portal goes Cloud;Change;Eurex;8;0;0;0;0;0;0;0;0;8;EUR
3498;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 0001/A0-02156   Portal goes Cloud;Change;Foreign Exchange;0;0;0;0;0;0;0;0;0;0;EUR
3499;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 0001/A0-02156   Portal goes Cloud;Change;GSF;2;0;0;0;0;0;0;0;0;2;EUR
3500;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 0001/A0-02156   Portal goes Cloud;Change;IFS;8;0;0;0;0;0;0;0;0;8;EUR
3501;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 0001/A0-02156   Portal goes Cloud;Change;Index;1;0;0;0;0;0;0;0;0;1;EUR
3502;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 0001/A0-02156   Portal goes Cloud;Change;Result;36;0;0;0;0;0;0;0;0;36;EUR
3503;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5120/A0-02156   Portal goes Cloud;Change;Cash;2;-24;0;0;0;0;0;0;0;26;EUR
3504;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5120/A0-02156   Portal goes Cloud;Change;Clearstream;8;-105;0;0;0;0;0;0;0;113;EUR
3505;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5120/A0-02156   Portal goes Cloud;Change;Commodities;0;-5;0;0;0;0;0;0;0;5;EUR
3506;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5120/A0-02156   Portal goes Cloud;Change;Data;1;-16;0;0;0;0;0;0;0;17;EUR
3507;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5120/A0-02156   Portal goes Cloud;Change;Eurex;5;-70;0;0;0;0;0;0;0;75;EUR
3508;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5120/A0-02156   Portal goes Cloud;Change;Foreign Exchange;0;0;0;0;0;0;0;0;0;0;EUR
3509;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5120/A0-02156   Portal goes Cloud;Change;GSF;1;-16;0;0;0;0;0;0;0;17;EUR
3510;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5120/A0-02156   Portal goes Cloud;Change;IFS;5;-70;0;0;0;0;0;0;0;75;EUR
3511;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5120/A0-02156   Portal goes Cloud;Change;Index;1;-7;0;0;0;0;0;0;0;7;EUR
3512;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5120/A0-02156   Portal goes Cloud;Change;Result;24;-312;0;0;0;0;0;0;0;336;EUR
3513;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5140/A0-02156   Portal goes Cloud;Change;Cash;0;-25;0;0;0;0;0;0;0;25;EUR
3514;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5140/A0-02156   Portal goes Cloud;Change;Clearstream;0;-106;0;0;0;0;0;0;0;106;EUR
3515;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5140/A0-02156   Portal goes Cloud;Change;Commodities;0;-5;0;0;0;0;0;0;0;5;EUR
3516;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5140/A0-02156   Portal goes Cloud;Change;Data;0;-16;0;0;0;0;0;0;0;16;EUR
3517;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5140/A0-02156   Portal goes Cloud;Change;Eurex;0;-70;0;0;0;0;0;0;0;70;EUR
3518;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5140/A0-02156   Portal goes Cloud;Change;Foreign Exchange;0;0;0;0;0;0;0;0;0;0;EUR
3519;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5140/A0-02156   Portal goes Cloud;Change;GSF;0;-16;0;0;0;0;0;0;0;16;EUR
3520;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5140/A0-02156   Portal goes Cloud;Change;IFS;0;-70;0;0;0;0;0;0;0;70;EUR
3521;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5140/A0-02156   Portal goes Cloud;Change;Index;0;-7;0;0;0;0;0;0;0;7;EUR
3522;Shared Layer;SAP & Corporate Systems (incl Statistix);SAP & Corp. Tools;PSP 5140/A0-02156   Portal goes Cloud;Change;Result;0;-314;0;0;0;0;0;0;0;314;EUR
3523;Direct;GSF;0;PSP 0066/P8-02181   GFF Blockchain: build & test IT;Run;GSF;11;0;0;0;0;0;0;0;0;11;EUR
3524;Direct;GSF;0;PSP 0066/P8-02181   GFF Blockchain: build & test IT;Run;Result;11;0;0;0;0;0;0;0;0;11;EUR
3525;Shared Layer;Shared Infr.;Digital Workplace;PSP 0066/P5-00802   DW HR Backend;Run;Cash;14;0;0;0;0;0;0;0;0;14;EUR
3526;Shared Layer;Shared Infr.;Digital Workplace;PSP 0066/P5-00802   DW HR Backend;Run;Clearstream;48;0;0;0;0;0;0;0;0;48;EUR
3527;Shared Layer;Shared Infr.;Digital Workplace;PSP 0066/P5-00802   DW HR Backend;Run;Commodities;3;0;0;0;0;0;0;0;0;3;EUR
3528;Shared Layer;Shared Infr.;Digital Workplace;PSP 0066/P5-00802   DW HR Backend;Run;Data;9;0;0;0;0;0;0;0;0;9;EUR
3529;Shared Layer;Shared Infr.;Digital Workplace;PSP 0066/P5-00802   DW HR Backend;Run;Eurex;47;0;0;0;0;0;0;0;0;47;EUR
3530;Shared Layer;Shared Infr.;Digital Workplace;PSP 0066/P5-00802   DW HR Backend;Run;Foreign Exchange;0;0;0;0;0;0;0;0;0;0;EUR
3531;Shared Layer;Shared Infr.;Digital Workplace;PSP 0066/P5-00802   DW HR Backend;Run;GSF;7;0;0;0;0;0;0;0;0;7;EUR
3532;Shared Layer;Shared Infr.;Digital Workplace;PSP 0066/P5-00802   DW HR Backend;Run;IFS;32;0;0;0;0;0;0;0;0;32;EUR
3533;Shared Layer;Shared Infr.;Digital Workplace;PSP 0066/P5-00802   DW HR Backend;Run;Index;7;0;0;0;0;0;0;0;0;7;EUR
3534;Shared Layer;Shared Infr.;Digital Workplace;PSP 0066/P5-00802   DW HR Backend;Run;Result;168;0;0;0;0;0;0;0;0;168;EUR
3535;Shared Layer;Shared Infr.;Digital Workplace;PSP 5120/I2-01060   DW Hardware;Run;Cash;7;0;0;0;0;0;0;0;0;7;EUR
3536;Shared Layer;Shared Infr.;Digital Workplace;PSP 5120/I2-01060   DW Hardware;Run;Clearstream;24;0;0;0;0;0;0;0;0;24;EUR
3537;Shared Layer;Shared Infr.;Digital Workplace;PSP 5120/I2-01060   DW Hardware;Run;Commodities;2;0;0;0;0;0;0;0;0;2;EUR
3538;Shared Layer;Shared Infr.;Digital Workplace;PSP 5120/I2-01060   DW Hardware;Run;Data;5;0;0;0;0;0;0;0;0;5;EUR
3539;Shared Layer;Shared Infr.;Digital Workplace;PSP 5120/I2-01060   DW Hardware;Run;Eurex;24;0;0;0;0;0;0;0;0;24;EUR
3540;Shared Layer;Shared Infr.;Digital Workplace;PSP 5120/I2-01060   DW Hardware;Run;Foreign Exchange;0;0;0;0;0;0;0;0;0;0;EUR
3541;Shared Layer;Shared Infr.;Digital Workplace;PSP 5120/I2-01060   DW Hardware;Run;GSF;4;0;0;0;0;0;0;0;0;4;EUR
3542;Shared Layer;Shared Infr.;Digital Workplace;PSP 5120/I2-01060   DW Hardware;Run;IFS;16;0;0;0;0;0;0;0;0;16;EUR
3543;Shared Layer;Shared Infr.;Digital Workplace;PSP 5120/I2-01060   DW Hardware;Run;Index;3;0;0;0;0;0;0;0;0;3;EUR
3544;Shared Layer;Shared Infr.;Digital Workplace;PSP 5120/I2-01060   DW Hardware;Run;Result;83;0;0;0;0;0;0;0;0;83;EUR
3545;Shared Layer;Shared Infr.;Digital Workplace;PSP 5120/P2-01042   Arbeitgeber bedingte Zeiten IT;Run;Cash;1;0;0;0;0;0;0;0;0;1;EUR
3546;Shared Layer;Shared Infr.;Digital Workplace;PSP 5120/P2-01042   Arbeitgeber bedingte Zeiten IT;Run;Clearstream;1;0;0;0;0;0;0;0;0;1;EUR
3547;Shared Layer;Shared Infr.;Digital Workplace;PSP 5120/P2-01042   Arbeitgeber bedingte Zeiten IT;Run;Data;1;0;0;0;0;0;0;0;0;1;EUR
3548;Shared Layer;Shared Infr.;Digital Workplace;PSP 5120/P2-01042   Arbeitgeber bedingte Zeiten IT;Run;Eurex;3;0;0;0;0;0;0;0;0;3;EUR
3549;Shared Layer;Shared Infr.;Digital Workplace;PSP 5120/P2-01042   Arbeitgeber bedingte Zeiten IT;Run;GSF;0;0;0;0;0;0;0;0;0;0;EUR
3550;Shared Layer;Shared Infr.;Digital Workplace;PSP 5120/P2-01042   Arbeitgeber bedingte Zeiten IT;Run;IFS;0;0;0;0;0;0;0;0;0;0;EUR
3551;Shared Layer;Shared Infr.;Digital Workplace;PSP 5120/P2-01042   Arbeitgeber bedingte Zeiten IT;Run;Index;0;0;0;0;0;0;0;0;0;0;EUR
3552;Shared Layer;Shared Infr.;Digital Workplace;PSP 5120/P2-01042   Arbeitgeber bedingte Zeiten IT;Run;Result;5;0;0;0;0;0;0;0;0;5;EUR
3553;Shared Layer;Shared Infr.;Digital Workplace;PSP 0066/P2-01042   Arbeitgeber bedingte Zeiten IT;Run;Cash;8;0;0;0;0;0;0;0;0;8;EUR
3554;Shared Layer;Shared Infr.;Digital Workplace;PSP 0066/P2-01042   Arbeitgeber bedingte Zeiten IT;Run;Clearstream;23;0;0;0;0;0;0;0;0;23;EUR
3555;Shared Layer;Shared Infr.;Digital Workplace;PSP 0066/P2-01042   Arbeitgeber bedingte Zeiten IT;Run;Commodities;2;0;0;0;0;0;0;0;0;2;EUR
3556;Shared Layer;Shared Infr.;Digital Workplace;PSP 0066/P2-01042   Arbeitgeber bedingte Zeiten IT;Run;Data;4;0;0;0;0;0;0;0;0;4;EUR
