Key;Layer Type;Segment;Cost Type;Cost Object;Spend type;Market Segment;Internal Staff;External Staff;SW Depreciation;HW Depreciation;SW Maintenance;HW Maintenance;Leased Lines;Other IT Cost;Other OOE;Total;Currency
971;Direct;Derivatives;0;KST 64112010        Dev. Eurex T7 EEX;Run;Commodities;0;0;5;5;0;10;0;0;0;21;EUR
972;Direct;Derivatives;0;KST 64112010        Dev. Eurex T7 EEX;Run;Result;0;0;5;5;0;10;0;0;0;21;EUR
973;Direct;Derivatives;0;KST 64113010        Produktion T7 Nodal;Run;Commodities;0;0;0;0;20;3;0;8;0;32;EUR
974;Direct;Derivatives;0;KST 64113010        Produktion T7 Nodal;Run;Result;0;0;0;0;20;3;0;8;0;32;EUR
975;Shared Layer;Shared Infr.;Digital Workplace;KST 64114000        Infra Mktsteuerg TM;Run;Eurex;0;0;2;65;7;0;0;0;17;91;EUR
976;Shared Layer;Shared Infr.;Digital Workplace;KST 64114000        Infra Mktsteuerg TM;Run;Result;0;0;2;65;7;0;0;0;17;91;EUR
977;Direct;Derivatives;0;KST 64115000        FE Development CTS;Run;Cash;0;0;0;7;0;0;0;0;0;7;EUR
978;Direct;Derivatives;0;KST 64115000        FE Development CTS;Run;Eurex;0;0;0;6;0;0;0;0;0;6;EUR
979;Direct;Derivatives;0;KST 64115000        FE Development CTS;Run;Result;0;0;0;13;0;0;0;0;0;13;EUR
980;Direct;Derivatives;0;KST 64117000        FE Dev.Env. X/E;Run;Cash;0;0;0;2;0;0;0;0;0;2;EUR
981;Direct;Derivatives;0;KST 64117000        FE Dev.Env. X/E;Run;Eurex;0;0;0;2;0;0;0;0;0;2;EUR
982;Direct;Derivatives;0;KST 64117000        FE Dev.Env. X/E;Run;Result;0;0;0;4;0;1;0;0;0;4;EUR
983;Direct;Cash;0;KST 64121000        Production XETRA;Run;Cash;0;0;277;194;245;288;0;43;4;1,049;EUR
984;Direct;Cash;0;KST 64121000        Production XETRA;Run;Result;0;0;277;194;245;288;0;43;4;1,049;EUR
985;Direct;Cash;0;KST 64121100        Production XETRA T7;Change;Cash;0;0;11;810;133;85;0;184;0;1,223;EUR
986;Direct;Cash;0;KST 64121100        Production XETRA T7;Change;Result;0;0;11;810;133;85;0;184;0;1,223;EUR
987;Direct;Cash;0;KST 64122000        BE Development XETRA;Run;Cash;0;0;0;27;86;77;0;24;1;215;EUR
988;Direct;Cash;0;KST 64122000        BE Development XETRA;Run;Result;0;0;0;27;86;77;0;24;1;215;EUR
989;Direct;Cash;0;KST 64127000        Production XETRA Wie;Run;Cash;0;0;0;0;21;24;0;16;0;61;EUR
990;Direct;Cash;0;KST 64127000        Production XETRA Wie;Run;Result;0;0;0;0;21;24;0;16;0;61;EUR
991;Direct;Cash;0;KST 64133000        PND Xetra Observer;Run;Cash;0;0;71;54;297;81;0;8;2;513;EUR
992;Direct;Cash;0;KST 64133000        PND Xetra Observer;Run;Result;0;0;71;54;297;81;0;8;2;513;EUR
993;Direct;Cash;0;KST 64133100        Xetra SCILA Observer;Run;Cash;0;0;0;9;7;0;0;0;0;16;EUR
994;Direct;Cash;0;KST 64133100        Xetra SCILA Observer;Run;Result;0;0;0;9;7;0;0;0;0;16;EUR
995;Direct;Cash;0;KST 64134000        Prod. XETRA-FFM-2;Run;Cash;0;0;0;35;202;83;0;45;0;364;EUR
996;Direct;Cash;0;KST 64134000        Prod. XETRA-FFM-2;Run;Result;0;0;0;35;202;83;0;45;0;364;EUR
997;Direct;Cash;0;KST 64135000        Production XETRA Dub;Run;Cash;0;0;0;0;22;26;0;15;0;63;EUR
998;Direct;Cash;0;KST 64135000        Production XETRA Dub;Run;Result;0;0;0;0;22;26;0;15;0;63;EUR
999;Direct;Cash;0;KST 64138000        Production PEX T7;Run;Cash;0;0;0;0;12;18;0;17;0;47;EUR
1000;Direct;Cash;0;KST 64138000        Production PEX T7;Run;Result;0;0;0;0;12;18;0;17;0;47;EUR
1001;Direct;Derivatives;0;KST 64144000        PND Eurex Observer;Run;Eurex;0;0;3;105;177;120;0;3;0;409;EUR
1002;Direct;Derivatives;0;KST 64144000        PND Eurex Observer;Run;Result;0;0;3;105;177;120;0;3;0;409;EUR
1003;Direct;Clearing;0;KST 64147000        Production OTC-Calyp;Run;Eurex;0;0;0;56;39;0;0;0;0;95;EUR
1004;Direct;Clearing;0;KST 64147000        Production OTC-Calyp;Run;Result;0;0;0;56;39;0;0;0;0;95;EUR
1005;Direct;Cash;0;KST 64151000        Production CCP;Run;Cash;0;0;9;33;318;122;0;82;1;564;EUR
1006;Direct;Cash;0;KST 64151000        Production CCP;Run;Result;0;0;9;33;318;122;0;82;1;564;EUR
1007;Direct;Cash;0;KST 64152000        BE Development CCP;Run;Cash;0;0;0;49;203;56;0;13;0;321;EUR
1008;Direct;Cash;0;KST 64152000        BE Development CCP;Run;Result;0;0;0;49;203;56;0;13;0;321;EUR
1009;Direct;Derivatives;0;KST 64166000        360T/ OTC FX;Change;Eurex;0;0;0;0;40;5;0;0;0;45;EUR
1010;Direct;Derivatives;0;KST 64166000        360T/ OTC FX;Change;Result;0;0;0;0;40;5;0;0;0;45;EUR
1011;Shared Layer;Shared Infr.;Digital Workplace;KST 64177001        ECC A2A Proj. Depr.;Change;Commodities;0;0;0;9;0;0;0;0;0;9;EUR
1012;Shared Layer;Shared Infr.;Digital Workplace;KST 64177001        ECC A2A Proj. Depr.;Change;Result;0;0;0;9;0;0;0;0;0;9;EUR
1013;Direct;Derivatives;0;KST 64183001        Eurex Repo F7 Op.;Run;Eurex;0;0;0;0;323;16;0;38;1;378;EUR
1014;Direct;Derivatives;0;KST 64183001        Eurex Repo F7 Op.;Run;Result;0;0;0;0;323;16;0;38;1;378;EUR
1015;Direct;Derivatives;0;KST 64192000        BE Development ISE;Run;Eurex;0;0;0;0;15;0;0;0;0;15;EUR
1016;Direct;Derivatives;0;KST 64192000        BE Development ISE;Run;Result;0;0;0;0;15;0;0;0;0;15;EUR
1017;Direct;Settlement;0;KST 64211000        CPU-M1;Run;Cash;0;0;9;90;670;38;0;4;0;811;EUR
1018;Direct;Settlement;0;KST 64211000        CPU-M1;Run;Clearstream;0;0;76;740;5,54;316;0;30;1;6,702;EUR
1019;Direct;Settlement;0;KST 64211000        CPU-M1;Run;Data;0;0;7;64;482;27;0;3;0;583;EUR
1020;Direct;Settlement;0;KST 64211000        CPU-M1;Run;Eurex;0;0;31;300;2,242;128;0;12;0;2,713;EUR
1021;Direct;Settlement;0;KST 64211000        CPU-M1;Run;GSF;0;0;10;98;734;42;0;4;0;887;EUR
1022;Direct;Settlement;0;KST 64211000        CPU-M1;Run;IFS;0;0;17;162;1,215;69;0;7;0;1,47;EUR
1023;Direct;Settlement;0;KST 64211000        CPU-M1;Run;Index;0;0;1;9;66;4;0;0;0;79;EUR
1024;Direct;Settlement;0;KST 64211000        CPU-M1;Run;Result;0;0;150;1,463;10,948;625;0;59;1;13,245;EUR
1025;Direct;Settlement;0;KST 64213000        Platten;Run;Cash;0;0;0;0;0;0;0;0;0;0;EUR
1026;Direct;Settlement;0;KST 64213000        Platten;Run;Clearstream;0;0;0;2;0;0;0;0;0;2;EUR
1027;Direct;Settlement;0;KST 64213000        Platten;Run;Data;0;0;0;0;0;0;0;0;0;0;EUR
1028;Direct;Settlement;0;KST 64213000        Platten;Run;Eurex;0;0;0;1;0;0;0;0;0;1;EUR
1029;Direct;Settlement;0;KST 64213000        Platten;Run;GSF;0;0;0;0;0;0;0;0;0;0;EUR
1030;Direct;Settlement;0;KST 64213000        Platten;Run;IFS;0;0;0;1;0;0;0;0;0;1;EUR
1031;Direct;Settlement;0;KST 64213000        Platten;Run;Index;0;0;0;0;0;0;0;0;0;0;EUR
1032;Direct;Settlement;0;KST 64213000        Platten;Run;Result;0;0;0;5;0;0;0;0;0;5;EUR
1033;Direct;Settlement;0;KST 64214000        Band_Pool;Run;Cash;0;0;0;13;0;6;0;0;0;19;EUR
1034;Direct;Settlement;0;KST 64214000        Band_Pool;Run;Clearstream;0;0;0;108;0;46;0;2;0;157;EUR
1035;Direct;Settlement;0;KST 64214000        Band_Pool;Run;Data;0;0;0;9;0;4;0;0;0;14;EUR
1036;Direct;Settlement;0;KST 64214000        Band_Pool;Run;Eurex;0;0;0;44;0;19;0;1;0;64;EUR
1037;Direct;Settlement;0;KST 64214000        Band_Pool;Run;GSF;0;0;0;14;0;6;0;0;0;21;EUR
1038;Direct;Settlement;0;KST 64214000        Band_Pool;Run;IFS;0;0;0;24;0;10;0;1;0;34;EUR
1039;Direct;Settlement;0;KST 64214000        Band_Pool;Run;Index;0;0;0;1;0;1;0;0;0;2;EUR
1040;Direct;Settlement;0;KST 64214000        Band_Pool;Run;Result;0;0;0;214;0;92;0;5;0;310;EUR
1041;Direct;Derivatives;0;KST 64216000        Shared CMQA;Run;Cash;0;0;0;0;1;0;0;0;0;2;EUR
1042;Direct;Derivatives;0;KST 64216000        Shared CMQA;Run;Clearstream;0;0;1;0;4;0;0;0;0;5;EUR
1043;Direct;Derivatives;0;KST 64216000        Shared CMQA;Run;Data;0;0;0;0;1;0;0;0;0;1;EUR
1044;Direct;Derivatives;0;KST 64216000        Shared CMQA;Run;Eurex;0;0;1;0;6;0;0;0;0;7;EUR
1045;Direct;Derivatives;0;KST 64216000        Shared CMQA;Run;GSF;0;0;0;0;1;0;0;0;0;1;EUR
1046;Direct;Derivatives;0;KST 64216000        Shared CMQA;Run;IFS;0;0;0;0;1;0;0;0;0;1;EUR
1047;Direct;Derivatives;0;KST 64216000        Shared CMQA;Run;Index;0;0;0;0;1;0;0;0;0;1;EUR
1048;Direct;Derivatives;0;KST 64216000        Shared CMQA;Run;Result;0;0;3;0;14;0;0;0;0;17;EUR
1049;Direct;Data;0;KST 64221000        HW Xentric;Run;Cash;0;0;0;16;101;116;0;10;0;243;EUR
1050;Direct;Data;0;KST 64221000        HW Xentric;Run;Result;0;0;0;16;101;116;0;10;0;243;EUR
1051;Direct;Data;0;KST 64229000        Webserver Internet;Run;Cash;0;0;0;0;35;0;0;4;0;38;EUR
1052;Direct;Data;0;KST 64229000        Webserver Internet;Run;Eurex;0;0;0;0;35;0;0;4;0;38;EUR
1053;Direct;Data;0;KST 64229000        Webserver Internet;Run;Result;0;0;0;0;69;0;0;7;0;76;EUR
1054;Shared Layer;Shared Infr.;Digital Workplace;KST 64231000        PC;Run;Cash;0;0;34;30;67;11;0;2;0;145;EUR
1055;Shared Layer;Shared Infr.;Digital Workplace;KST 64231000        PC;Run;Clearstream;0;0;121;108;239;39;0;6;1;513;EUR
1056;Shared Layer;Shared Infr.;Digital Workplace;KST 64231000        PC;Run;Commodities;0;0;8;7;16;3;0;0;0;34;EUR
1057;Shared Layer;Shared Infr.;Digital Workplace;KST 64231000        PC;Run;Data;0;0;23;21;46;7;0;1;0;99;EUR
1058;Shared Layer;Shared Infr.;Digital Workplace;KST 64231000        PC;Run;Eurex;0;0;120;107;238;39;0;6;1;512;EUR
1059;Shared Layer;Shared Infr.;Digital Workplace;KST 64231000        PC;Run;Foreign Exchange;0;0;0;0;1;0;0;0;0;2;EUR
1060;Shared Layer;Shared Infr.;Digital Workplace;KST 64231000        PC;Run;GSF;0;0;18;16;36;6;0;1;0;77;EUR
1061;Shared Layer;Shared Infr.;Digital Workplace;KST 64231000        PC;Run;IFS;0;0;80;71;158;26;0;4;1;339;EUR
1062;Shared Layer;Shared Infr.;Digital Workplace;KST 64231000        PC;Run;Index;0;0;17;15;34;6;0;1;0;74;EUR
1063;Shared Layer;Shared Infr.;Digital Workplace;KST 64231000        PC;Run;Result;0;0;422;377;834;136;0;22;5;1,795;EUR
1064;Shared Layer;Shared Infr.;Digital Workplace;KST 64231002        OA Notes Migration;Run;Cash;0;0;3;11;0;0;1;0;0;14;EUR
1065;Shared Layer;Shared Infr.;Digital Workplace;KST 64231002        OA Notes Migration;Run;Clearstream;0;0;10;38;0;0;2;0;0;50;EUR
1066;Shared Layer;Shared Infr.;Digital Workplace;KST 64231002        OA Notes Migration;Run;Commodities;0;0;1;3;0;0;0;0;0;3;EUR
1067;Shared Layer;Shared Infr.;Digital Workplace;KST 64231002        OA Notes Migration;Run;Data;0;0;2;7;0;0;0;0;0;10;EUR
1068;Shared Layer;Shared Infr.;Digital Workplace;KST 64231002        OA Notes Migration;Run;Eurex;0;0;10;38;0;0;2;0;0;50;EUR
1069;Shared Layer;Shared Infr.;Digital Workplace;KST 64231002        OA Notes Migration;Run;Foreign Exchange;0;0;0;0;0;0;0;0;0;0;EUR
1070;Shared Layer;Shared Infr.;Digital Workplace;KST 64231002        OA Notes Migration;Run;GSF;0;0;1;6;0;0;0;0;0;8;EUR
1071;Shared Layer;Shared Infr.;Digital Workplace;KST 64231002        OA Notes Migration;Run;IFS;0;0;7;25;0;0;2;0;0;33;EUR
1072;Shared Layer;Shared Infr.;Digital Workplace;KST 64231002        OA Notes Migration;Run;Index;0;0;1;5;0;0;0;0;0;7;EUR
1073;Shared Layer;Shared Infr.;Digital Workplace;KST 64231002        OA Notes Migration;Run;Result;0;0;35;133;0;0;8;0;0;176;EUR
1074;Direct;Data;0;KST 64231004        OA STOXX MS Licenses;Run;Index;0;0;107;6;42;1;0;0;0;155;EUR
1075;Direct;Data;0;KST 64231004        OA STOXX MS Licenses;Run;Result;0;0;107;6;42;1;0;0;0;155;EUR
1076;Shared Layer;Shared Infr.;Digital Workplace;KST 64231008        OA PC MURES;Run;Cash;0;0;0;0;0;0;0;8;0;8;EUR
1077;Shared Layer;Shared Infr.;Digital Workplace;KST 64231008        OA PC MURES;Run;Clearstream;0;0;0;0;0;0;0;23;0;23;EUR
1078;Shared Layer;Shared Infr.;Digital Workplace;KST 64231008        OA PC MURES;Run;Commodities;0;0;0;0;0;0;0;2;0;2;EUR
1079;Shared Layer;Shared Infr.;Digital Workplace;KST 64231008        OA PC MURES;Run;Data;0;0;0;0;0;0;0;4;0;4;EUR
1080;Shared Layer;Shared Infr.;Digital Workplace;KST 64231008        OA PC MURES;Run;Eurex;0;0;0;0;0;0;0;22;0;22;EUR
1081;Shared Layer;Shared Infr.;Digital Workplace;KST 64231008        OA PC MURES;Run;Foreign Exchange;0;0;0;0;0;0;0;0;0;0;EUR
1082;Shared Layer;Shared Infr.;Digital Workplace;KST 64231008        OA PC MURES;Run;GSF;0;0;0;0;0;0;0;4;0;4;EUR
1083;Shared Layer;Shared Infr.;Digital Workplace;KST 64231008        OA PC MURES;Run;IFS;0;0;0;0;0;0;0;15;0;15;EUR
1084;Shared Layer;Shared Infr.;Digital Workplace;KST 64231008        OA PC MURES;Run;Index;0;0;0;0;0;0;0;3;0;3;EUR
1085;Shared Layer;Shared Infr.;Digital Workplace;KST 64231008        OA PC MURES;Run;Result;0;0;0;0;0;0;0;82;0;82;EUR
1086;Direct;Asset Servicing;0;KST 64231010        Hypervisor Operation;Run;Cash;0;0;14;3;4;0;0;0;0;21;EUR
1087;Direct;Asset Servicing;0;KST 64231010        Hypervisor Operation;Run;Clearstream;0;0;12;2;3;0;0;0;0;17;EUR
1088;Direct;Asset Servicing;0;KST 64231010        Hypervisor Operation;Run;Commodities;0;0;12;2;3;0;0;0;0;17;EUR
1089;Direct;Asset Servicing;0;KST 64231010        Hypervisor Operation;Run;Data;0;0;23;4;5;0;0;0;0;33;EUR
1090;Direct;Asset Servicing;0;KST 64231010        Hypervisor Operation;Run;Eurex;0;0;47;9;11;1;0;0;0;68;EUR
1091;Direct;Asset Servicing;0;KST 64231010        Hypervisor Operation;Run;GSF;0;0;6;1;2;0;0;0;0;9;EUR
1092;Direct;Asset Servicing;0;KST 64231010        Hypervisor Operation;Run;Index;0;0;2;0;1;0;0;0;0;3;EUR
1093;Direct;Asset Servicing;0;KST 64231010        Hypervisor Operation;Run;Result;0;0;115;22;28;2;0;0;0;168;EUR
1094;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;KST 64233000        HW SAP;Run;Cash;0;0;1;29;12;7;0;0;0;50;EUR
1095;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;KST 64233000        HW SAP;Run;Clearstream;0;0;6;126;53;30;0;0;0;214;EUR
1096;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;KST 64233000        HW SAP;Run;Commodities;0;0;0;6;2;1;0;0;0;10;EUR
1097;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;KST 64233000        HW SAP;Run;Data;0;0;1;19;8;5;0;0;0;32;EUR
1098;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;KST 64233000        HW SAP;Run;Eurex;0;0;4;83;35;20;0;0;0;142;EUR
1099;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;KST 64233000        HW SAP;Run;Foreign Exchange;0;0;0;0;0;0;0;0;0;1;EUR
1100;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;KST 64233000        HW SAP;Run;GSF;0;0;1;19;8;4;0;0;0;32;EUR
1101;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;KST 64233000        HW SAP;Run;IFS;0;0;4;83;35;20;0;0;0;142;EUR
1102;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;KST 64233000        HW SAP;Run;Index;0;0;0;8;3;2;0;0;0;13;EUR
1103;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;KST 64233000        HW SAP;Run;Result;0;0;17;373;156;89;0;0;0;635;EUR
1104;Direct;Data;0;KST 64236000        HW IP-CEF;Run;Data;0;0;4;499;61;96;0;5;43;708;EUR
1105;Direct;Data;0;KST 64236000        HW IP-CEF;Run;Index;0;0;2;214;26;41;0;2;18;303;EUR
1106;Direct;Data;0;KST 64236000        HW IP-CEF;Run;Result;0;0;6;712;87;137;0;7;61;1,011;EUR
1107;Direct;Data;0;KST 64236004        CEF Multicast G run;Run;Data;0;0;0;7;21;0;0;5;0;34;EUR
1108;Direct;Data;0;KST 64236004        CEF Multicast G run;Run;Index;0;0;0;3;9;0;0;2;0;14;EUR
1109;Direct;Data;0;KST 64236004        CEF Multicast G run;Run;Result;0;0;0;11;30;0;0;7;0;48;EUR
1110;Direct;Data;0;KST 64236005        HW CEF TSig run;Run;Data;0;0;0;5;7;2;0;7;0;21;EUR
1111;Direct;Data;0;KST 64236005        HW CEF TSig run;Run;Result;0;0;0;5;7;2;0;7;0;21;EUR
1112;Shared Layer;Shared Infr.;Other Infr.;KST 64237000        Lfd. Betrieb UNIX/NT;Run;Cash;0;0;18;7;1;0;0;0;4;30;EUR
1113;Shared Layer;Shared Infr.;Other Infr.;KST 64237000        Lfd. Betrieb UNIX/NT;Run;Clearstream;0;0;7;3;0;0;0;0;2;12;EUR
1114;Shared Layer;Shared Infr.;Other Infr.;KST 64237000        Lfd. Betrieb UNIX/NT;Run;Data;0;0;94;40;3;0;0;0;24;160;EUR
1115;Shared Layer;Shared Infr.;Other Infr.;KST 64237000        Lfd. Betrieb UNIX/NT;Run;Eurex;0;0;37;15;1;0;0;0;9;62;EUR
1116;Shared Layer;Shared Infr.;Other Infr.;KST 64237000        Lfd. Betrieb UNIX/NT;Run;GSF;0;0;2;1;0;0;0;0;1;4;EUR
1117;Shared Layer;Shared Infr.;Other Infr.;KST 64237000        Lfd. Betrieb UNIX/NT;Run;IFS;0;0;1;0;0;0;0;0;0;1;EUR
1118;Shared Layer;Shared Infr.;Other Infr.;KST 64237000        Lfd. Betrieb UNIX/NT;Run;Index;0;0;12;5;0;0;0;0;3;20;EUR
1119;Shared Layer;Shared Infr.;Other Infr.;KST 64237000        Lfd. Betrieb UNIX/NT;Run;Result;0;0;170;72;6;0;0;0;43;291;EUR
1120;Shared Layer;Shared Infr.;Other Infr.;KST 64237001        ECC A2A Project D;Change;Commodities;0;0;0;14;0;0;0;0;0;14;EUR
1121;Shared Layer;Shared Infr.;Other Infr.;KST 64237001        ECC A2A Project D;Change;Result;0;0;0;14;0;0;0;0;0;14;EUR
1122;Direct;Settlement;0;KST 64238000        HOB;Run;Cash;0;0;0;0;0;0;0;0;0;0;EUR
1123;Direct;Settlement;0;KST 64238000        HOB;Run;Eurex;0;0;0;1;0;0;0;0;0;1;EUR
1124;Direct;Settlement;0;KST 64238000        HOB;Run;Result;0;0;0;1;0;0;0;0;0;1;EUR
1125;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;KST 64239000        HW MFID Server Ops;Run;Data;0;0;132;62;103;6;0;0;0;303;EUR
1126;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;KST 64239000        HW MFID Server Ops;Run;Result;0;0;132;62;103;6;0;0;0;303;EUR
1127;Direct;Data;0;KST 64241000        HW IP-Indexeng.(TPF);Run;Index;0;0;14;178;317;43;0;7;0;559;EUR
1128;Direct;Data;0;KST 64241000        HW IP-Indexeng.(TPF);Run;Result;0;0;14;178;317;43;0;7;0;559;EUR
1129;Direct;Cash;0;KST 64243000        Lfd.Betr.E-Bonds;Run;Cash;0;0;0;0;11;0;0;0;0;11;EUR
1130;Direct;Cash;0;KST 64243000        Lfd.Betr.E-Bonds;Run;Result;0;0;0;0;11;0;0;0;0;11;EUR
1131;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;KST 64245000        Data Warehouse Ops;Run;Cash;0;-1;233;273;593;88;0;14;0;1,201;EUR
1132;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;KST 64245000        Data Warehouse Ops;Run;Eurex;0;-2;497;581;1,262;187;0;30;0;2,558;EUR
1133;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;KST 64245000        Data Warehouse Ops;Run;Result;0;-2;730;854;1,855;274;0;44;0;3,759;EUR
1134;Direct;Data;0;KST 64249000        HW Lfd. Betr. XCREEN;Run;Cash;0;0;0;2;0;1;0;0;0;4;EUR
1135;Direct;Data;0;KST 64249000        HW Lfd. Betr. XCREEN;Run;Result;0;0;0;2;0;1;0;0;0;4;EUR
1136;Direct;Data;0;KST 64251000        HW iBOXX;Run;Index;0;0;0;0;0;2;0;0;0;2;EUR
1137;Direct;Data;0;KST 64251000        HW iBOXX;Run;Result;0;0;0;0;0;2;0;0;0;2;EUR
1138;Shared Layer;Overhead;CIO/Exec. Office;KST 64252000        HW ECCP-Server Op.;Run;Eurex;0;0;0;7;7;0;0;0;3;17;EUR
1139;Shared Layer;Overhead;CIO/Exec. Office;KST 64252000        HW ECCP-Server Op.;Run;Result;0;0;0;7;7;0;0;0;3;17;EUR
1140;Shared Layer;Shared Infr.;Storage;KST 64253000        UNIX-BK-SAN;Run;Cash;0;0;8;389;11;24;0;17;0;448;EUR
1141;Shared Layer;Shared Infr.;Storage;KST 64253000        UNIX-BK-SAN;Run;Clearstream;0;0;10;472;13;29;0;20;0;545;EUR
1142;Shared Layer;Shared Infr.;Storage;KST 64253000        UNIX-BK-SAN;Run;Data;0;0;20;990;28;62;0;42;0;1,141;EUR
1143;Shared Layer;Shared Infr.;Storage;KST 64253000        UNIX-BK-SAN;Run;Eurex;0;0;33;1,622;45;101;0;69;0;1,87;EUR
1144;Shared Layer;Shared Infr.;Storage;KST 64253000        UNIX-BK-SAN;Run;Result;0;0;70;3,473;97;216;0;149;0;4,004;EUR
1145;Direct;Derivatives;0;KST 64256000        HW CEF f𲠆EX;Run;Data;0;0;0;0;0;1;0;0;0;1;EUR
1146;Direct;Derivatives;0;KST 64256000        HW CEF f𲠆EX;Run;Result;0;0;0;0;0;1;0;0;0;1;EUR
1147;Direct;Managed Services;0;KST 64257000        HW Betrieb DWP Serv.;Run;Clearstream;0;-843;160;58;942;550;0;88;2;2,641;EUR
1148;Direct;Managed Services;0;KST 64257000        HW Betrieb DWP Serv.;Run;Result;0;-843;160;58;942;550;0;88;2;2,641;EUR
1149;Direct;Asset Servicing;0;KST 64259000        HW Betrieb  pdv DECI;Run;Cash;0;0;1;47;12;0;0;0;0;60;EUR
1150;Direct;Asset Servicing;0;KST 64259000        HW Betrieb  pdv DECI;Run;Result;0;0;1;47;12;0;0;0;0;60;EUR
1151;Direct;Data;0;KST 64262000        HW MD&A Interactive;Run;Data;0;0;0;0;0;21;0;0;0;21;EUR
1152;Direct;Data;0;KST 64262000        HW MD&A Interactive;Run;Result;0;0;0;0;0;21;0;0;0;21;EUR
1153;Direct;Derivatives;0;KST 64263000        HW Env. Rappidd: Ser;Run;Eurex;0;0;1;142;0;0;0;0;0;143;EUR
1154;Direct;Derivatives;0;KST 64263000        HW Env. Rappidd: Ser;Run;Result;0;0;1;142;0;0;0;0;0;143;EUR
1155;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;KST 64263001        HW Rappidd: Stat.NTA;Run;Eurex;0;0;0;0;194;0;0;0;0;194;EUR
1156;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;KST 64263001        HW Rappidd: Stat.NTA;Run;Result;0;0;0;0;194;0;0;0;0;194;EUR
1157;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;KST 64263002        HW Rappidd: NTA run;Run;Eurex;0;0;0;0;181;0;0;0;0;181;EUR
1158;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;KST 64263002        HW Rappidd: NTA run;Run;Result;0;0;0;0;181;0;0;0;0;181;EUR
1159;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;KST 64269000        HW DWH EEX;Run;Commodities;0;0;146;63;308;19;0;7;0;543;EUR
1160;Shared Layer;SAP & Corporate Systems (incl Statistix);Corporate Systems;KST 64269000        HW DWH EEX;Run;Result;0;0;146;63;308;19;0;7;0;543;EUR
1161;Direct;Derivatives;0;KST 64269100        HW Scila EEX;Run;Commodities;0;0;0;18;3;4;0;0;0;24;EUR
1162;Direct;Derivatives;0;KST 64269100        HW Scila EEX;Run;Result;0;0;0;18;3;4;0;0;0;24;EUR
1163;Direct;Energy;0;KST 64273010        HW MSP XBID;Change;Commodities;0;0;35;151;0;2;0;0;0;188;EUR
1164;Direct;Energy;0;KST 64273010        HW MSP XBID;Change;Result;0;0;35;151;0;2;0;0;0;188;EUR
1165;Direct;Cash;0;KST 64274000        Lfd.Betr.E-Bonds X;Run;Cash;0;0;0;6;0;1;0;0;0;7;EUR
