Key,Layer Type,Segment,Cost Type,Cost Object,Spend type,Market Segment,Internal Staff,External Staff,SW Depreciation,HW Depreciation,SW Maintenance,HW Maintenance,Leased Lines,Other IT Cost,Other OOE,Total
200,Shared Layer,Shared Infr.,Other Infr.,KST 6434            Infrastructure Sup.,Run,Clearstream,-39,-8,-4,-13,0,0,0,-2,-15,-82
201,Shared Layer,Shared Infr.,Other Infr.,KST 6434            Infrastructure Sup.,Run,Data,-82,-16,-9,-26,0,0,0,-5,-32,-170
202,Shared Layer,Shared Infr.,Other Infr.,KST 6434            Infrastructure Sup.,Run,Eurex,-361,-73,-40,-116,0,0,0,-23,-141,-754
203,Shared Layer,Shared Infr.,Other Infr.,KST 6434            Infrastructure Sup.,Run,GSF,-4,-1,0,-1,0,0,0,0,-1,-7
204,Shared Layer,Shared Infr.,Other Infr.,KST 6434            Infrastructure Sup.,Run,IFS,-6,-1,-1,-2,0,0,0,0,-2,-13
205,Shared Layer,Shared Infr.,Other Infr.,KST 6434            Infrastructure Sup.,Run,Index,-11,-2,-1,-4,0,0,0,-1,-4,-23
206,Shared Layer,Shared Infr.,Other Infr.,KST 6434            Infrastructure Sup.,Run,Result,-703,-142,-78,-225,0,0,0,-45,-274,"-1,467"
207,Direct,Derivatives,0,KST 6451            Configuration Mgt,Run,Cash,0,0,0,0,0,0,0,0,0,-1
208,Direct,Derivatives,0,KST 6451            Configuration Mgt,Run,Clearstream,0,0,-1,-1,0,0,0,0,0,-2
209,Direct,Derivatives,0,KST 6451            Configuration Mgt,Run,Data,0,0,0,0,0,0,0,0,0,-1
210,Direct,Derivatives,0,KST 6451            Configuration Mgt,Run,Eurex,0,0,-2,-1,0,0,0,0,0,-3
211,Direct,Derivatives,0,KST 6451            Configuration Mgt,Run,GSF,0,0,0,0,0,0,0,0,0,0
212,Direct,Derivatives,0,KST 6451            Configuration Mgt,Run,IFS,0,0,0,0,0,0,0,0,0,-1
213,Direct,Derivatives,0,KST 6451            Configuration Mgt,Run,Index,0,0,0,0,0,0,0,0,0,0
214,Direct,Derivatives,0,KST 6451            Configuration Mgt,Run,Result,0,0,-5,-2,0,0,0,0,-1,-8
215,Shared Layer,Shared Infr.,Network,KST 6522            Customer Tech Supp.,Run,Cash,-3,0,-7,-21,0,0,0,0,-10,-41
216,Shared Layer,Shared Infr.,Network,KST 6522            Customer Tech Supp.,Run,Commodities,0,0,0,-1,0,0,0,0,0,-1
217,Shared Layer,Shared Infr.,Network,KST 6522            Customer Tech Supp.,Run,Eurex,-5,0,-11,-32,0,0,0,0,-16,-64
218,Shared Layer,Shared Infr.,Network,KST 6522            Customer Tech Supp.,Run,Result,-9,0,-18,-53,0,0,0,0,-26,-106
219,Shared Layer,Overhead,CIO/Exec. Office,KST 6531            Server Operations,Run,Cash,-1,0,0,-1,0,0,0,0,-2,-4
220,Shared Layer,Overhead,CIO/Exec. Office,KST 6531            Server Operations,Run,Clearstream,-2,0,0,-1,0,0,0,0,-3,-5
221,Shared Layer,Overhead,CIO/Exec. Office,KST 6531            Server Operations,Run,Data,-1,0,0,-1,0,0,0,0,-2,-3
222,Shared Layer,Overhead,CIO/Exec. Office,KST 6531            Server Operations,Run,Eurex,-5,0,0,-3,0,0,0,0,-9,-18
223,Shared Layer,Overhead,CIO/Exec. Office,KST 6531            Server Operations,Run,GSF,0,0,0,0,0,0,0,0,0,0
224,Shared Layer,Overhead,CIO/Exec. Office,KST 6531            Server Operations,Run,IFS,0,0,0,0,0,0,0,0,0,-1
225,Shared Layer,Overhead,CIO/Exec. Office,KST 6531            Server Operations,Run,Index,-1,0,0,0,0,0,0,0,-1,-2
226,Shared Layer,Overhead,CIO/Exec. Office,KST 6531            Server Operations,Run,Result,-10,0,0,-6,0,0,0,0,-18,-34
227,Shared Layer,Security,CISO,KST 6612            Gr. Inform. Security,Run,Cash,-208,-1,0,0,-3,0,0,0,-5,-218
228,Shared Layer,Security,CISO,KST 6612            Gr. Inform. Security,Run,Clearstream,-704,-3,0,0,-11,-1,0,0,-18,-737
229,Shared Layer,Security,CISO,KST 6612            Gr. Inform. Security,Run,Commodities,-48,0,0,0,-1,0,0,0,-1,-51
230,Shared Layer,Security,CISO,KST 6612            Gr. Inform. Security,Run,Data,-135,-1,0,0,-2,0,0,0,-3,-142
231,Shared Layer,Security,CISO,KST 6612            Gr. Inform. Security,Run,Eurex,-694,-3,0,0,-11,-1,0,0,-18,-727
232,Shared Layer,Security,CISO,KST 6612            Gr. Inform. Security,Run,Foreign Exchange,-2,0,0,0,0,0,0,0,0,-3
233,Shared Layer,Security,CISO,KST 6612            Gr. Inform. Security,Run,GSF,-104,0,0,0,-2,0,0,0,-3,-109
234,Shared Layer,Security,CISO,KST 6612            Gr. Inform. Security,Run,IFS,-464,-2,0,0,-7,-1,0,0,-12,-486
235,Shared Layer,Security,CISO,KST 6612            Gr. Inform. Security,Run,Index,-58,0,0,0,-1,0,0,0,-1,-61
236,Shared Layer,Security,CISO,KST 6612            Gr. Inform. Security,Run,Result,"-2,418",-10,0,-1,-38,-3,0,0,-61,"-2,532"
237,Direct,Derivatives,0,KST 6722            D&C Trading Inf&Ops,Run,Cash,-198,0,0,0,0,0,0,0,-6,-205
238,Direct,Derivatives,0,KST 6722            D&C Trading Inf&Ops,Run,Eurex,-463,0,0,0,0,0,0,0,-14,-478
239,Direct,Derivatives,0,KST 6722            D&C Trading Inf&Ops,Run,Result,-662,0,0,0,0,0,0,0,-20,-682
240,Shared Layer,Overhead,CIO/Exec. Office,KST 6777            Central IT,Run,Cash,-2,0,0,0,0,0,0,0,0,-2
241,Shared Layer,Overhead,CIO/Exec. Office,KST 6777            Central IT,Run,Clearstream,-4,0,0,0,0,0,0,0,0,-4
242,Shared Layer,Overhead,CIO/Exec. Office,KST 6777            Central IT,Run,Data,-1,0,0,0,0,0,0,0,0,-1
243,Shared Layer,Overhead,CIO/Exec. Office,KST 6777            Central IT,Run,Eurex,-6,0,0,0,0,0,0,0,0,-6
244,Shared Layer,Overhead,CIO/Exec. Office,KST 6777            Central IT,Run,GSF,-1,0,0,0,0,0,0,0,0,-1
245,Shared Layer,Overhead,CIO/Exec. Office,KST 6777            Central IT,Run,IFS,-1,0,0,0,0,0,0,0,0,-1
246,Shared Layer,Overhead,CIO/Exec. Office,KST 6777            Central IT,Run,Index,-1,0,0,0,0,0,0,0,0,-1
247,Shared Layer,Overhead,CIO/Exec. Office,KST 6777            Central IT,Run,Result,-16,0,0,0,0,0,0,0,0,-16
248,Shared Layer,Overhead,CIO/Exec. Office,KST 7000            Systems Inc. Mgt USA,Run,Cash,-171,-24,0,-2,0,0,0,-1,-62,-260
249,Shared Layer,Overhead,CIO/Exec. Office,KST 7000            Systems Inc. Mgt USA,Run,Clearstream,-52,-7,0,-1,0,0,0,0,-19,-79
250,Shared Layer,Overhead,CIO/Exec. Office,KST 7000            Systems Inc. Mgt USA,Run,Eurex,-354,-50,0,-4,0,0,0,-2,-128,-538
251,Shared Layer,Overhead,CIO/Exec. Office,KST 7000            Systems Inc. Mgt USA,Run,Result,-578,-81,0,-7,0,0,0,-3,-208,-877
252,Shared Layer,Shared Infr.,Digital Workplace,KST 7004            DBS Inc Marketing,Run,Index,-66,0,0,0,0,0,0,0,0,-66
253,Shared Layer,Shared Infr.,Digital Workplace,KST 7004            DBS Inc Marketing,Run,Result,-66,0,0,0,0,0,0,0,0,-66
254,Direct,Derivatives,0,KST 7005            XEOPS  Chicago,Run,Eurex,-7,0,0,0,0,0,0,0,0,-7
255,Direct,Derivatives,0,KST 7005            XEOPS  Chicago,Run,Result,-7,0,0,0,0,0,0,0,0,-7
256,Shared Layer,Shared Infr.,Network,KST 7010            Networks Chicago,Run,Cash,51,-1,0,0,0,0,0,0,-20,29
257,Shared Layer,Shared Infr.,Network,KST 7010            Networks Chicago,Run,Clearstream,3,0,0,0,0,0,0,0,-1,1
258,Shared Layer,Shared Infr.,Network,KST 7010            Networks Chicago,Run,Data,9,0,0,0,0,0,0,0,-4,5
259,Shared Layer,Shared Infr.,Network,KST 7010            Networks Chicago,Run,Eurex,62,-2,0,0,0,0,0,0,-25,35
260,Shared Layer,Shared Infr.,Network,KST 7010            Networks Chicago,Run,GSF,1,0,0,0,0,0,0,0,-1,1
261,Shared Layer,Shared Infr.,Network,KST 7010            Networks Chicago,Run,IFS,1,0,0,0,0,0,0,0,-1,1
262,Shared Layer,Shared Infr.,Network,KST 7010            Networks Chicago,Run,Result,126,-3,0,0,0,0,0,0,-50,73
263,Shared Layer,Shared Infr.,Network,KST 7015            CTS Chicago,Run,Cash,3,0,0,0,0,0,0,0,0,3
264,Shared Layer,Shared Infr.,Network,KST 7015            CTS Chicago,Run,Eurex,8,0,0,0,0,0,0,0,0,8
265,Shared Layer,Shared Infr.,Network,KST 7015            CTS Chicago,Run,Result,11,0,0,0,0,0,0,0,-1,11
266,Shared Layer,Shared Infr.,Network,KST 7021            Shared Network Inc,Run,Cash,0,0,0,0,0,0,-146,-1,-38,-185
267,Shared Layer,Shared Infr.,Network,KST 7021            Shared Network Inc,Run,Data,0,0,0,0,0,0,-81,-1,-21,-102
268,Shared Layer,Shared Infr.,Network,KST 7021            Shared Network Inc,Run,Eurex,0,0,0,0,0,0,-445,-4,-115,-564
269,Shared Layer,Shared Infr.,Network,KST 7021            Shared Network Inc,Run,Result,0,0,0,0,0,0,-672,-6,-173,-851
270,Shared Layer,Shared Infr.,Digital Workplace,KST 7025            Voice System DBS Inc,Run,Cash,0,0,0,0,0,0,-1,-3,0,-3
271,Shared Layer,Shared Infr.,Digital Workplace,KST 7025            Voice System DBS Inc,Run,Clearstream,0,0,0,0,0,0,-2,-9,0,-11
272,Shared Layer,Shared Infr.,Digital Workplace,KST 7025            Voice System DBS Inc,Run,Commodities,0,0,0,0,0,0,0,-1,0,-1
273,Shared Layer,Shared Infr.,Digital Workplace,KST 7025            Voice System DBS Inc,Run,Data,0,0,0,0,0,0,0,-2,0,-2
274,Shared Layer,Shared Infr.,Digital Workplace,KST 7025            Voice System DBS Inc,Run,Eurex,0,0,0,0,0,0,-2,-9,0,-11
275,Shared Layer,Shared Infr.,Digital Workplace,KST 7025            Voice System DBS Inc,Run,Foreign Exchange,0,0,0,0,0,0,0,0,0,0
276,Shared Layer,Shared Infr.,Digital Workplace,KST 7025            Voice System DBS Inc,Run,GSF,0,0,0,0,0,0,0,-1,0,-2
277,Shared Layer,Shared Infr.,Digital Workplace,KST 7025            Voice System DBS Inc,Run,IFS,0,0,0,0,0,0,-1,-6,0,-7
278,Shared Layer,Shared Infr.,Digital Workplace,KST 7025            Voice System DBS Inc,Run,Index,0,0,0,0,0,0,0,-1,0,-2
279,Shared Layer,Shared Infr.,Digital Workplace,KST 7025            Voice System DBS Inc,Run,Result,0,0,0,0,0,0,-7,-31,1,-37
280,Shared Layer,Shared Infr.,Network,KST 7040            Connectivity Eurex I,Run,Cash,0,0,0,0,0,0,1,1,-1,1
281,Shared Layer,Shared Infr.,Network,KST 7040            Connectivity Eurex I,Run,Eurex,0,0,0,0,0,0,3,3,-2,3
282,Shared Layer,Shared Infr.,Network,KST 7040            Connectivity Eurex I,Run,Result,0,0,0,0,0,0,3,4,-3,4
283,Direct,Derivatives,0,KST 7047            XEOPS  Prod USFE,Run,Eurex,0,0,0,-4,0,0,0,0,0,-4
284,Direct,Derivatives,0,KST 7047            XEOPS  Prod USFE,Run,Result,0,0,0,-4,0,0,0,0,0,-4
285,Shared Layer,Overhead,CIO/Exec. Office,KST 7050            Office Infra. Facil.,Run,Eurex,-41,0,0,0,0,0,0,0,-25,-67
286,Shared Layer,Overhead,CIO/Exec. Office,KST 7050            Office Infra. Facil.,Run,Result,-41,0,0,0,0,0,0,0,-25,-67
287,Direct,Derivatives,0,KST 7057            D&C Trading Inf&Ops,Run,Cash,52,-2,0,0,0,0,0,0,-38,12
288,Direct,Derivatives,0,KST 7057            D&C Trading Inf&Ops,Run,Eurex,121,-4,0,-1,0,0,0,0,-89,28
289,Direct,Derivatives,0,KST 7057            D&C Trading Inf&Ops,Run,Result,173,-5,0,-1,0,0,0,0,-127,39
290,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,KST 7058            Corporate Systems Op,Run,Cash,52,0,0,0,0,0,0,0,-9,42
291,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,KST 7058            Corporate Systems Op,Run,Clearstream,43,0,0,0,0,0,0,0,-8,35
292,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,KST 7058            Corporate Systems Op,Run,Commodities,2,0,0,0,0,0,0,0,0,2
293,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,KST 7058            Corporate Systems Op,Run,Data,30,0,0,0,0,0,0,0,-5,24
294,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,KST 7058            Corporate Systems Op,Run,Eurex,158,-1,0,-1,0,0,0,0,-28,128
295,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,KST 7058            Corporate Systems Op,Run,GSF,4,0,0,0,0,0,0,0,-1,3
296,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,KST 7058            Corporate Systems Op,Run,IFS,4,0,0,0,0,0,0,0,-1,3
297,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,KST 7058            Corporate Systems Op,Run,Index,13,0,0,0,0,0,0,0,-2,10
298,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,KST 7058            Corporate Systems Op,Run,Result,305,-3,0,-2,0,0,0,0,-54,247
299,Direct,Clearing,0,KST 7069            IT Ops Clearing,Run,Cash,-7,0,0,0,0,0,0,0,-2,-10
300,Direct,Clearing,0,KST 7069            IT Ops Clearing,Run,Eurex,-10,0,0,0,0,0,0,0,-3,-14
301,Direct,Clearing,0,KST 7069            IT Ops Clearing,Run,Foreign Exchange,-1,0,0,0,0,0,0,0,0,-1
302,Direct,Clearing,0,KST 7069            IT Ops Clearing,Run,Result,-18,0,0,-1,0,0,0,0,-6,-25
303,Shared Layer,Overhead,CIO/Exec. Office,KST 7102            Executive Office,Run,Eurex,0,0,0,0,0,0,0,0,0,0
304,Shared Layer,Overhead,CIO/Exec. Office,KST 7102            Executive Office,Run,Result,0,0,0,0,0,0,0,0,0,0
305,Shared Layer,Overhead,CIO/Exec. Office,KST 7149            Bereichsleit.+Infras,Run,Cash,-77,0,0,0,0,0,0,0,0,-78
306,Shared Layer,Overhead,CIO/Exec. Office,KST 7149            Bereichsleit.+Infras,Run,Commodities,-5,0,0,0,0,0,0,0,0,-5
307,Shared Layer,Overhead,CIO/Exec. Office,KST 7149            Bereichsleit.+Infras,Run,Data,-31,0,0,0,0,0,0,0,0,-32
308,Shared Layer,Overhead,CIO/Exec. Office,KST 7149            Bereichsleit.+Infras,Run,Eurex,-104,0,0,0,0,0,0,0,-1,-105
309,Shared Layer,Overhead,CIO/Exec. Office,KST 7149            Bereichsleit.+Infras,Run,Result,-218,0,0,-1,0,0,0,0,-1,-220
310,Shared Layer,Overhead,CIO/Exec. Office,KST 7150            Eurex Infrastructure,Run,Cash,-93,0,0,0,0,0,0,0,0,-93
311,Shared Layer,Overhead,CIO/Exec. Office,KST 7150            Eurex Infrastructure,Run,Commodities,-6,0,0,0,0,0,0,0,0,-6
312,Shared Layer,Overhead,CIO/Exec. Office,KST 7150            Eurex Infrastructure,Run,Data,-38,0,0,0,0,0,0,0,0,-38
313,Shared Layer,Overhead,CIO/Exec. Office,KST 7150            Eurex Infrastructure,Run,Eurex,-128,0,0,0,0,0,0,0,0,-128
314,Shared Layer,Overhead,CIO/Exec. Office,KST 7150            Eurex Infrastructure,Run,Result,-266,0,0,0,0,0,0,0,0,-266
315,Direct,Risk,0,KST 7267            Risk IT EC,Run,Eurex,-61,0,0,0,0,0,0,0,-1,-62
316,Direct,Risk,0,KST 7267            Risk IT EC,Run,Result,-61,0,0,0,0,0,0,0,-1,-62
317,Direct,Clearing,0,KST 7268            Clear. & Risk IT EC,Run,Eurex,"-1,135",0,0,0,"-1,267",0,0,0,-39,"-2,441"
318,Direct,Clearing,0,KST 7268            Clear. & Risk IT EC,Run,Result,"-1,135",0,0,0,"-1,267",0,0,0,-39,"-2,441"
319,Shared Layer,Overhead,CIO/Exec. Office,KST 17149           MS Infrastruc DBAG,Run,Cash,-175,0,0,0,0,0,0,0,0,-175
320,Shared Layer,Overhead,CIO/Exec. Office,KST 17149           MS Infrastruc DBAG,Run,Commodities,-11,0,0,0,0,0,0,0,0,-11
321,Shared Layer,Overhead,CIO/Exec. Office,KST 17149           MS Infrastruc DBAG,Run,Data,-67,0,0,0,0,0,0,0,0,-67
322,Shared Layer,Overhead,CIO/Exec. Office,KST 17149           MS Infrastruc DBAG,Run,Eurex,-214,0,0,0,0,0,0,0,0,-214
323,Shared Layer,Overhead,CIO/Exec. Office,KST 17149           MS Infrastruc DBAG,Run,Result,-468,0,0,0,0,0,0,0,0,-468
324,Shared Layer,Security,CISO,KST 72681           Clear. & Risk IT EC,Run,Eurex,-187,0,0,0,0,0,0,0,0,-187
325,Shared Layer,Security,CISO,KST 72681           Clear. & Risk IT EC,Run,Result,-187,0,0,0,0,0,0,0,0,-187
326,Direct,Asset Servicing,0,KST 501121          ICSD Connect. Applic,Run,Clearstream,-67,0,0,0,0,0,0,0,0,-67
327,Direct,Asset Servicing,0,KST 501121          ICSD Connect. Applic,Run,Result,-67,0,0,0,0,0,0,0,0,-67
328,Shared Layer,Security,CISO,KST 501600          Group Info Security,Run,Cash,2,0,0,0,0,0,0,0,0,2
329,Shared Layer,Security,CISO,KST 501600          Group Info Security,Run,Clearstream,6,0,0,0,0,0,0,0,0,6
330,Shared Layer,Security,CISO,KST 501600          Group Info Security,Run,Commodities,0,0,0,0,0,0,0,0,0,0
331,Shared Layer,Security,CISO,KST 501600          Group Info Security,Run,Data,1,0,0,0,0,0,0,0,0,1
332,Shared Layer,Security,CISO,KST 501600          Group Info Security,Run,Eurex,6,0,0,0,0,0,0,0,0,6
333,Shared Layer,Security,CISO,KST 501600          Group Info Security,Run,Foreign Exchange,0,0,0,0,0,0,0,0,0,0
334,Shared Layer,Security,CISO,KST 501600          Group Info Security,Run,GSF,1,0,0,0,0,0,0,0,0,1
335,Shared Layer,Security,CISO,KST 501600          Group Info Security,Run,IFS,4,0,0,0,0,0,0,0,0,4
336,Shared Layer,Security,CISO,KST 501600          Group Info Security,Run,Index,1,0,0,0,0,0,0,0,0,0
337,Shared Layer,Security,CISO,KST 501600          Group Info Security,Run,Result,21,0,0,0,0,0,0,0,0,21
338,Direct,Asset Servicing,0,KST 512111          CORE Custody IT Lux,Run,Clearstream,1,0,0,0,0,0,0,0,-2,-1
339,Direct,Asset Servicing,0,KST 512111          CORE Custody IT Lux,Run,Result,1,0,0,0,0,0,0,0,-2,-1
340,Direct,Settlement,0,KST 512112          CORE Settlement IT,Run,Clearstream,-320,-15,0,0,0,0,0,0,-17,-352
341,Direct,Settlement,0,KST 512112          CORE Settlement IT,Run,Result,-320,-15,0,0,0,0,0,0,-17,-352
342,Direct,GSF,0,KST 512113          CORE Functionality I,#N/A,Clearstream,-4,0,0,0,0,0,0,0,0,-4
343,Direct,GSF,0,KST 512113          CORE Functionality I,#N/A,Result,-4,0,0,0,0,0,0,0,0,-4
344,Direct,IFS,0,KST 512114          IFS IT (S) Lux,Run,IFS,-169,-354,0,0,0,0,-7,-60,-58,-649
345,Direct,IFS,0,KST 512114          IFS IT (S) Lux,Run,Result,-169,-354,0,0,0,0,-7,-60,-58,-649
346,Direct,GSF,0,KST 512115          GFS IT (S) Lux,Run,GSF,-742,-70,-53,0,-21,0,0,-3,-17,-906
347,Direct,GSF,0,KST 512115          GFS IT (S) Lux,Run,Result,-742,-70,-53,0,-21,0,0,-3,-17,-906
348,Direct,Data,0,KST 512116          Data IT Luxemburg,Run,Data,-4,0,0,0,0,0,0,0,0,-4
349,Direct,Data,0,KST 512116          Data IT Luxemburg,Run,Index,-34,0,0,0,0,0,0,0,-4,-38
350,Direct,Data,0,KST 512116          Data IT Luxemburg,Run,Result,-38,0,0,0,0,0,0,0,-4,-42
351,Shared Layer,Shared Infr.,Digital Workplace,KST 512117          Office Automation,Run,Cash,-44,0,0,0,-2,-1,0,0,-8,-57
352,Shared Layer,Shared Infr.,Digital Workplace,KST 512117          Office Automation,Run,Clearstream,-157,-1,0,-1,-8,-5,0,0,-29,-201
353,Shared Layer,Shared Infr.,Digital Workplace,KST 512117          Office Automation,Run,Commodities,-10,0,0,0,-1,0,0,0,-2,-13
354,Shared Layer,Shared Infr.,Digital Workplace,KST 512117          Office Automation,Run,Data,-30,0,0,0,-1,-1,0,0,-6,-39
355,Shared Layer,Shared Infr.,Digital Workplace,KST 512117          Office Automation,Run,Eurex,-157,-1,0,-1,-8,-5,0,0,-29,-200
356,Shared Layer,Shared Infr.,Digital Workplace,KST 512117          Office Automation,Run,Foreign Exchange,-1,0,0,0,0,0,0,0,0,-1
357,Shared Layer,Shared Infr.,Digital Workplace,KST 512117          Office Automation,Run,GSF,-24,0,0,0,-1,-1,0,0,-4,-30
358,Shared Layer,Shared Infr.,Digital Workplace,KST 512117          Office Automation,Run,IFS,-104,0,0,-1,-5,-3,0,0,-19,-133
359,Shared Layer,Shared Infr.,Digital Workplace,KST 512117          Office Automation,Run,Index,-23,0,0,0,-1,-1,0,0,-4,-29
360,Shared Layer,Shared Infr.,Digital Workplace,KST 512117          Office Automation,Run,Result,-549,-2,-1,-5,-27,-16,0,0,-102,-702
361,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,KST 512118          Corporate Systems Op,Run,Cash,-9,0,0,0,0,0,0,0,0,-10
362,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,KST 512118          Corporate Systems Op,Run,Clearstream,-8,0,0,0,0,0,0,0,0,-8
363,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,KST 512118          Corporate Systems Op,Run,Commodities,0,0,0,0,0,0,0,0,0,0
364,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,KST 512118          Corporate Systems Op,Run,Data,-5,0,0,0,0,0,0,0,0,-6
365,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,KST 512118          Corporate Systems Op,Run,Eurex,-28,0,0,-1,0,-1,0,0,-1,-30
366,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,KST 512118          Corporate Systems Op,Run,GSF,-1,0,0,0,0,0,0,0,0,-1
367,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,KST 512118          Corporate Systems Op,Run,IFS,-1,0,0,0,0,0,0,0,0,-1
368,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,KST 512118          Corporate Systems Op,Run,Index,-2,0,0,0,0,0,0,0,0,-2
369,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,KST 512118          Corporate Systems Op,Run,Result,-54,0,0,-1,0,-2,0,0,-1,-57
370,Direct,Managed Services,0,KST 512119          COO Data + Services,Run,Clearstream,-717,-356,0,0,0,0,0,-247,-13,"-1,333"
371,Direct,Managed Services,0,KST 512119          COO Data + Services,Run,Result,-717,-356,0,0,0,0,0,-247,-13,"-1,333"
372,Direct,Asset Servicing,0,KST 512121          CrossBus Systems IT,Run,Clearstream,-457,-532,0,0,0,0,0,-16,-65,"-1,071"
373,Direct,Asset Servicing,0,KST 512121          CrossBus Systems IT,Run,Result,-457,-532,0,0,0,0,0,-16,-65,"-1,071"
374,Shared Layer,Overhead,CIO/Exec. Office,KST 512131          Test Centre,Run,Clearstream,1,0,0,0,0,0,0,0,0,1
375,Shared Layer,Overhead,CIO/Exec. Office,KST 512131          Test Centre,Run,Result,1,0,0,0,0,0,0,0,0,1
376,Shared Layer,Overhead,CIO/Exec. Office,KST 512312          Exec Office CS-Lux,Run,Clearstream,-52,0,0,0,0,0,0,0,0,-53
377,Shared Layer,Overhead,CIO/Exec. Office,KST 512312          Exec Office CS-Lux,Run,IFS,-8,0,0,0,0,0,0,0,0,-8
378,Shared Layer,Overhead,CIO/Exec. Office,KST 512312          Exec Office CS-Lux,Run,Result,-60,0,0,0,0,0,0,0,0,-61
379,Direct,Asset Servicing,0,KST 512411          Unix & ICSD Infra.,Run,Clearstream,0,0,-4,-72,0,0,0,0,0,-76
