Key,Layer Type,Segment,Cost Type,Cost Object,Spend type,Market Segment,Internal Staff,External Staff,SW Depreciation,HW Depreciation,SW Maintenance,HW Maintenance,Leased Lines,Other IT Cost,Other OOE,Total
440,Shared Layer,Overhead,CIO/Exec. Office,KST 512677          Central IT,Run,IFS,4,0,0,0,0,0,0,0,0,4
441,Shared Layer,Overhead,CIO/Exec. Office,KST 512677          Central IT,Run,Result,23,0,0,0,0,0,0,0,0,23
442,Shared Layer,Security,Corporate Security,KST 514237          Security Services,Run,Cash,-12,0,0,0,0,0,0,0,-136,-148
443,Shared Layer,Security,Corporate Security,KST 514237          Security Services,Run,Clearstream,-41,0,0,0,0,0,0,0,-459,-500
444,Shared Layer,Security,Corporate Security,KST 514237          Security Services,Run,Commodities,-3,0,0,0,0,0,0,0,-32,-34
445,Shared Layer,Security,Corporate Security,KST 514237          Security Services,Run,Data,-8,0,0,0,0,0,0,0,-88,-96
446,Shared Layer,Security,Corporate Security,KST 514237          Security Services,Run,Eurex,-40,0,0,0,0,0,0,0,-452,-493
447,Shared Layer,Security,Corporate Security,KST 514237          Security Services,Run,Foreign Exchange,0,0,0,0,0,0,0,0,-2,-2
448,Shared Layer,Security,Corporate Security,KST 514237          Security Services,Run,GSF,-6,0,0,0,0,0,0,0,-68,-74
449,Shared Layer,Security,Corporate Security,KST 514237          Security Services,Run,IFS,-27,0,0,0,0,0,0,0,-303,-330
450,Shared Layer,Security,Corporate Security,KST 514237          Security Services,Run,Index,-3,0,0,0,0,0,0,0,-38,-41
451,Shared Layer,Security,Corporate Security,KST 514237          Security Services,Run,Result,-140,-1,0,-1,0,0,0,0,"-1,577","-1,718"
452,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,KST 514361          SAP ERP CI Lux,Run,Cash,-9,-25,0,0,0,0,0,0,0,-34
453,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,KST 514361          SAP ERP CI Lux,Run,Clearstream,-37,-109,0,0,0,0,0,0,-1,-147
454,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,KST 514361          SAP ERP CI Lux,Run,Commodities,-2,-5,0,0,0,0,0,0,0,-7
455,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,KST 514361          SAP ERP CI Lux,Run,Data,-6,-16,0,0,0,0,0,0,0,-22
456,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,KST 514361          SAP ERP CI Lux,Run,Eurex,-24,-72,0,0,0,0,0,0,-1,-97
457,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,KST 514361          SAP ERP CI Lux,Run,Foreign Exchange,0,0,0,0,0,0,0,0,0,0
458,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,KST 514361          SAP ERP CI Lux,Run,GSF,-5,-16,0,0,0,0,0,0,0,-22
459,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,KST 514361          SAP ERP CI Lux,Run,IFS,-24,-72,0,0,0,0,0,0,-1,-97
460,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,KST 514361          SAP ERP CI Lux,Run,Index,-2,-7,0,0,0,0,0,0,0,-9
461,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,KST 514361          SAP ERP CI Lux,Run,Result,-110,-322,0,0,0,0,0,0,-3,-435
462,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,KST 514362          SAP CRM CI Lux,Run,Cash,0,-28,0,0,0,0,0,0,0,-28
463,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,KST 514362          SAP CRM CI Lux,Run,Clearstream,0,-119,0,0,0,0,0,0,0,-119
464,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,KST 514362          SAP CRM CI Lux,Run,Commodities,0,-5,0,0,0,0,0,0,0,-5
465,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,KST 514362          SAP CRM CI Lux,Run,Data,0,-18,0,0,0,0,0,0,0,-18
466,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,KST 514362          SAP CRM CI Lux,Run,Eurex,0,-79,0,0,0,0,0,0,0,-79
467,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,KST 514362          SAP CRM CI Lux,Run,Foreign Exchange,0,0,0,0,0,0,0,0,0,0
468,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,KST 514362          SAP CRM CI Lux,Run,GSF,0,-18,0,0,0,0,0,0,0,-18
469,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,KST 514362          SAP CRM CI Lux,Run,IFS,0,-79,0,0,0,0,0,0,0,-79
470,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,KST 514362          SAP CRM CI Lux,Run,Index,0,-7,0,0,0,0,0,0,0,-7
471,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,KST 514362          SAP CRM CI Lux,Run,Result,0,-354,0,0,0,0,0,0,0,-354
472,Shared Layer,Shared Infr.,Digital Workplace,KST 514363          IT OA CI Lux,Run,Cash,0,0,0,0,-4,0,0,-2,-4,-9
473,Shared Layer,Shared Infr.,Digital Workplace,KST 514363          IT OA CI Lux,Run,Clearstream,0,0,0,0,-13,0,0,-6,-14,-32
474,Shared Layer,Shared Infr.,Digital Workplace,KST 514363          IT OA CI Lux,Run,Commodities,0,0,0,0,-1,0,0,0,-1,-2
475,Shared Layer,Shared Infr.,Digital Workplace,KST 514363          IT OA CI Lux,Run,Data,0,0,0,0,-2,0,0,-1,-3,-6
476,Shared Layer,Shared Infr.,Digital Workplace,KST 514363          IT OA CI Lux,Run,Eurex,0,0,0,0,-12,0,0,-6,-14,-32
477,Shared Layer,Shared Infr.,Digital Workplace,KST 514363          IT OA CI Lux,Run,Foreign Exchange,0,0,0,0,0,0,0,0,0,0
478,Shared Layer,Shared Infr.,Digital Workplace,KST 514363          IT OA CI Lux,Run,GSF,0,0,0,0,-2,0,0,-1,-2,-5
479,Shared Layer,Shared Infr.,Digital Workplace,KST 514363          IT OA CI Lux,Run,IFS,0,0,0,0,-8,0,0,-4,-9,-21
480,Shared Layer,Shared Infr.,Digital Workplace,KST 514363          IT OA CI Lux,Run,Index,0,0,0,0,-2,0,0,-1,-2,-5
481,Shared Layer,Shared Infr.,Digital Workplace,KST 514363          IT OA CI Lux,Run,Result,0,0,0,0,-44,0,0,-20,-48,-111
482,Shared Layer,Security,CISO,KST 514612          Group Info Security,Run,Cash,0,0,0,0,0,0,0,0,0,0
483,Shared Layer,Security,CISO,KST 514612          Group Info Security,Run,Clearstream,0,0,0,0,0,0,0,0,0,0
484,Shared Layer,Security,CISO,KST 514612          Group Info Security,Run,Commodities,0,0,0,0,0,0,0,0,0,0
485,Shared Layer,Security,CISO,KST 514612          Group Info Security,Run,Data,0,0,0,0,0,0,0,0,0,0
486,Shared Layer,Security,CISO,KST 514612          Group Info Security,Run,Eurex,0,0,0,0,0,0,0,0,0,0
487,Shared Layer,Security,CISO,KST 514612          Group Info Security,Run,Foreign Exchange,0,0,0,0,0,0,0,0,0,0
488,Shared Layer,Security,CISO,KST 514612          Group Info Security,Run,GSF,0,0,0,0,0,0,0,0,0,0
489,Shared Layer,Security,CISO,KST 514612          Group Info Security,Run,IFS,0,0,0,0,0,0,0,0,0,0
490,Shared Layer,Security,CISO,KST 514612          Group Info Security,Run,Index,0,0,0,0,0,0,0,0,0,0
491,Shared Layer,Security,CISO,KST 514612          Group Info Security,Run,Result,-1,0,0,0,0,0,0,0,0,-2
492,Direct,Asset Servicing,0,KST 515111          CORE Custody IT CBF,Run,Clearstream,-285,0,0,0,0,0,0,0,-5,-289
493,Direct,Asset Servicing,0,KST 515111          CORE Custody IT CBF,Run,Result,-285,0,0,0,0,0,0,0,-5,-289
494,Direct,Settlement,0,KST 515112          CORE Settlement IT,Run,Clearstream,"-1,779",-33,0,0,0,0,0,-4,-26,"-1,842"
495,Direct,Settlement,0,KST 515112          CORE Settlement IT,Run,Result,"-1,779",-33,0,0,0,0,0,-4,-26,"-1,842"
496,Direct,Settlement,0,KST 515113          CORE Functionality I,Run,Clearstream,0,0,0,0,0,0,0,0,0,0
497,Direct,Settlement,0,KST 515113          CORE Functionality I,Run,Result,0,0,0,0,0,0,0,0,0,0
498,Direct,GSF,0,KST 515115          GFS IT (S) CBF,Run,GSF,-9,0,0,0,-147,0,0,0,0,-156
499,Direct,GSF,0,KST 515115          GFS IT (S) CBF,Run,Result,-9,0,0,0,-147,0,0,0,0,-156
500,Shared Layer,Shared Infr.,Digital Workplace,KST 515232          Office Automation,Run,Cash,0,0,0,-7,0,0,0,0,0,-7
501,Shared Layer,Shared Infr.,Digital Workplace,KST 515232          Office Automation,Run,Clearstream,0,0,0,-26,0,0,0,0,0,-26
502,Shared Layer,Shared Infr.,Digital Workplace,KST 515232          Office Automation,Run,Commodities,0,0,0,-2,0,0,0,0,0,-2
503,Shared Layer,Shared Infr.,Digital Workplace,KST 515232          Office Automation,Run,Data,0,0,0,-5,0,0,0,0,0,-5
504,Shared Layer,Shared Infr.,Digital Workplace,KST 515232          Office Automation,Run,Eurex,0,0,0,-26,0,0,0,0,0,-26
505,Shared Layer,Shared Infr.,Digital Workplace,KST 515232          Office Automation,Run,Foreign Exchange,0,0,0,0,0,0,0,0,0,0
506,Shared Layer,Shared Infr.,Digital Workplace,KST 515232          Office Automation,Run,GSF,0,0,0,-4,0,0,0,0,0,-4
507,Shared Layer,Shared Infr.,Digital Workplace,KST 515232          Office Automation,Run,IFS,0,0,0,-17,0,0,0,0,0,-17
508,Shared Layer,Shared Infr.,Digital Workplace,KST 515232          Office Automation,Run,Index,0,0,0,-4,0,0,0,0,0,-4
509,Shared Layer,Shared Infr.,Digital Workplace,KST 515232          Office Automation,Run,Result,0,0,0,-90,0,0,0,0,0,-90
510,Direct,Settlement,0,KST 515610          Management & Others,Run,Clearstream,0,0,0,0,0,0,0,0,0,0
511,Direct,Settlement,0,KST 515610          Management & Others,Run,IFS,0,0,0,0,0,0,0,0,0,0
512,Direct,Settlement,0,KST 515610          Management & Others,Run,Result,0,0,0,0,0,0,0,0,0,0
513,Shared Layer,Security,CISO,KST 515615          GIS CBF,Run,Cash,-8,0,0,0,0,0,0,0,0,-8
514,Shared Layer,Security,CISO,KST 515615          GIS CBF,Run,Clearstream,-27,0,0,0,0,0,0,0,0,-27
515,Shared Layer,Security,CISO,KST 515615          GIS CBF,Run,Commodities,-2,0,0,0,0,0,0,0,0,-2
516,Shared Layer,Security,CISO,KST 515615          GIS CBF,Run,Data,-5,0,0,0,0,0,0,0,0,-5
517,Shared Layer,Security,CISO,KST 515615          GIS CBF,Run,Eurex,-26,0,0,0,0,0,0,0,0,-26
518,Shared Layer,Security,CISO,KST 515615          GIS CBF,Run,Foreign Exchange,0,0,0,0,0,0,0,0,0,0
519,Shared Layer,Security,CISO,KST 515615          GIS CBF,Run,GSF,-4,0,0,0,0,0,0,0,0,-4
520,Shared Layer,Security,CISO,KST 515615          GIS CBF,Run,IFS,-18,0,0,0,0,0,0,0,0,-18
521,Shared Layer,Security,CISO,KST 515615          GIS CBF,Run,Index,-2,0,0,0,0,0,0,0,0,-2
522,Shared Layer,Security,CISO,KST 515615          GIS CBF,Run,Result,-92,0,0,0,0,0,0,0,0,-92
523,Shared Layer,Shared Infr.,Digital Workplace,KST 517363          Office Automation Lo,Run,Cash,0,0,0,0,0,0,0,-3,0,-3
524,Shared Layer,Shared Infr.,Digital Workplace,KST 517363          Office Automation Lo,Run,Clearstream,0,0,0,0,0,0,0,-9,0,-9
525,Shared Layer,Shared Infr.,Digital Workplace,KST 517363          Office Automation Lo,Run,Commodities,0,0,0,0,0,0,0,-1,0,-1
526,Shared Layer,Shared Infr.,Digital Workplace,KST 517363          Office Automation Lo,Run,Data,0,0,0,0,0,0,0,-2,0,-2
527,Shared Layer,Shared Infr.,Digital Workplace,KST 517363          Office Automation Lo,Run,Eurex,0,0,0,0,0,0,0,-9,0,-9
528,Shared Layer,Shared Infr.,Digital Workplace,KST 517363          Office Automation Lo,Run,Foreign Exchange,0,0,0,0,0,0,0,0,0,0
529,Shared Layer,Shared Infr.,Digital Workplace,KST 517363          Office Automation Lo,Run,GSF,0,0,0,0,0,0,0,-1,0,-1
530,Shared Layer,Shared Infr.,Digital Workplace,KST 517363          Office Automation Lo,Run,IFS,0,0,0,0,0,0,0,-6,0,-6
531,Shared Layer,Shared Infr.,Digital Workplace,KST 517363          Office Automation Lo,Run,Index,0,0,0,0,0,0,0,-1,0,-1
532,Shared Layer,Shared Infr.,Digital Workplace,KST 517363          Office Automation Lo,Run,Result,0,0,0,0,0,0,0,-31,0,-31
533,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,KST 528362          SAP Cork,Run,Cash,2,0,0,0,0,0,0,0,-2,0
534,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,KST 528362          SAP Cork,Run,Clearstream,8,0,0,0,0,0,0,0,-8,0
535,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,KST 528362          SAP Cork,Run,Commodities,0,0,0,0,0,0,0,0,0,0
536,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,KST 528362          SAP Cork,Run,Data,1,0,0,0,0,0,0,0,-1,0
537,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,KST 528362          SAP Cork,Run,Eurex,5,0,0,0,0,0,0,0,-5,0
538,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,KST 528362          SAP Cork,Run,Foreign Exchange,0,0,0,0,0,0,0,0,0,0
539,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,KST 528362          SAP Cork,Run,GSF,1,0,0,0,0,0,0,0,-1,0
540,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,KST 528362          SAP Cork,Run,IFS,5,0,0,0,0,0,0,0,-5,0
541,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,KST 528362          SAP Cork,Run,Index,0,0,0,0,0,0,0,0,0,0
542,Shared Layer,SAP & Corporate Systems (incl Statistix),SAP & Corp. Tools,KST 528362          SAP Cork,Run,Result,23,0,0,0,0,0,0,0,-23,0
543,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,KST 528363          Corporate Systems Op,Run,Cash,9,0,0,0,0,0,0,0,-3,6
544,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,KST 528363          Corporate Systems Op,Run,Clearstream,7,0,0,0,0,0,0,0,-3,5
545,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,KST 528363          Corporate Systems Op,Run,Commodities,0,0,0,0,0,0,0,0,0,0
546,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,KST 528363          Corporate Systems Op,Run,Data,5,0,0,0,0,0,0,0,-2,3
547,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,KST 528363          Corporate Systems Op,Run,Eurex,27,0,0,0,0,0,0,0,-10,17
548,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,KST 528363          Corporate Systems Op,Run,GSF,1,0,0,0,0,0,0,0,0,0
549,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,KST 528363          Corporate Systems Op,Run,IFS,1,0,0,0,0,0,0,0,0,0
550,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,KST 528363          Corporate Systems Op,Run,Index,2,0,0,0,0,0,0,0,-1,1
551,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,KST 528363          Corporate Systems Op,Run,Result,53,0,0,0,0,0,0,0,-20,33
552,Shared Layer,SAP & Corporate Systems (incl Statistix),Datawarehouse (Statistix),KST 528364          Data Warehouse Cork,Run,Cash,-18,0,0,0,0,0,0,0,-12,-30
553,Shared Layer,SAP & Corporate Systems (incl Statistix),Datawarehouse (Statistix),KST 528364          Data Warehouse Cork,Run,Clearstream,-15,0,0,0,0,0,0,0,-10,-25
554,Shared Layer,SAP & Corporate Systems (incl Statistix),Datawarehouse (Statistix),KST 528364          Data Warehouse Cork,Run,Data,-12,0,0,0,0,0,0,0,-8,-20
555,Shared Layer,SAP & Corporate Systems (incl Statistix),Datawarehouse (Statistix),KST 528364          Data Warehouse Cork,Run,Eurex,-58,0,0,0,0,0,0,0,-39,-97
556,Shared Layer,SAP & Corporate Systems (incl Statistix),Datawarehouse (Statistix),KST 528364          Data Warehouse Cork,Run,Index,-5,0,0,0,0,0,0,0,-3,-8
557,Shared Layer,SAP & Corporate Systems (incl Statistix),Datawarehouse (Statistix),KST 528364          Data Warehouse Cork,Run,Result,-108,0,0,0,0,0,0,0,-73,-180
558,#N/A,#N/A,#N/A,KST 528366          PDL & Innov. Efforts,Run,Cash,3,0,0,0,0,0,0,0,0,3
559,#N/A,#N/A,#N/A,KST 528366          PDL & Innov. Efforts,Run,Clearstream,2,0,0,0,0,0,0,0,0,2
560,#N/A,#N/A,#N/A,KST 528366          PDL & Innov. Efforts,Run,Commodities,0,0,0,0,0,0,0,0,0,0
561,#N/A,#N/A,#N/A,KST 528366          PDL & Innov. Efforts,Run,Data,2,0,0,0,0,0,0,0,0,2
562,#N/A,#N/A,#N/A,KST 528366          PDL & Innov. Efforts,Run,Eurex,9,0,0,0,0,0,0,0,0,9
563,#N/A,#N/A,#N/A,KST 528366          PDL & Innov. Efforts,Run,GSF,0,0,0,0,0,0,0,0,0,0
564,#N/A,#N/A,#N/A,KST 528366          PDL & Innov. Efforts,Run,IFS,0,0,0,0,0,0,0,0,0,0
565,#N/A,#N/A,#N/A,KST 528366          PDL & Innov. Efforts,Run,Index,1,0,0,0,0,0,0,0,0,1
566,#N/A,#N/A,#N/A,KST 528366          PDL & Innov. Efforts,Run,Result,17,0,0,0,0,0,0,0,0,17
567,Direct,IFS,0,KST 528610          IFS IT (S) CGSS,Run,IFS,-78,-215,0,0,0,0,0,0,-40,-332
568,Direct,IFS,0,KST 528610          IFS IT (S) CGSS,Run,Result,-78,-215,0,0,0,0,0,0,-40,-332
569,Shared Layer,Overhead,CIO/Exec. Office,KST 528800          IT ExecOffice Cork,Run,Cash,0,0,0,0,0,0,0,0,-1,-1
570,Shared Layer,Overhead,CIO/Exec. Office,KST 528800          IT ExecOffice Cork,Run,Clearstream,1,0,0,0,0,0,0,0,-3,-2
571,Shared Layer,Overhead,CIO/Exec. Office,KST 528800          IT ExecOffice Cork,Run,Data,0,0,0,0,0,0,0,0,-1,0
572,Shared Layer,Overhead,CIO/Exec. Office,KST 528800          IT ExecOffice Cork,Run,Eurex,2,0,0,0,0,0,0,0,-4,-2
573,Shared Layer,Overhead,CIO/Exec. Office,KST 528800          IT ExecOffice Cork,Run,GSF,0,0,0,0,0,0,0,0,0,0
574,Shared Layer,Overhead,CIO/Exec. Office,KST 528800          IT ExecOffice Cork,Run,IFS,0,0,0,0,0,0,0,0,-1,-1
575,Shared Layer,Overhead,CIO/Exec. Office,KST 528800          IT ExecOffice Cork,Run,Index,0,0,0,0,0,0,0,0,-1,0
576,Shared Layer,Overhead,CIO/Exec. Office,KST 528800          IT ExecOffice Cork,Run,Result,4,0,0,0,0,0,0,0,-10,-6
577,Direct,Cash,0,KST 665000          Cash,Run,Cash,62,0,0,0,0,0,0,0,-22,40
578,Direct,Cash,0,KST 665000          Cash,Run,Result,62,0,0,0,0,0,0,0,-22,40
579,Shared Layer,Overhead,CIO/Exec. Office,KST 665001          SW Development Serv,Run,Cash,0,0,0,0,0,0,0,0,0,0
580,Shared Layer,Overhead,CIO/Exec. Office,KST 665001          SW Development Serv,Run,Clearstream,1,0,0,0,0,0,0,0,0,1
581,Shared Layer,Overhead,CIO/Exec. Office,KST 665001          SW Development Serv,Run,Data,0,0,0,0,0,0,0,0,0,0
582,Shared Layer,Overhead,CIO/Exec. Office,KST 665001          SW Development Serv,Run,Eurex,1,0,0,0,0,0,0,0,0,1
583,Shared Layer,Overhead,CIO/Exec. Office,KST 665001          SW Development Serv,Run,GSF,0,0,0,0,0,0,0,0,0,0
584,Shared Layer,Overhead,CIO/Exec. Office,KST 665001          SW Development Serv,Run,IFS,0,0,0,0,0,0,0,0,0,0
585,Shared Layer,Overhead,CIO/Exec. Office,KST 665001          SW Development Serv,Run,Index,0,0,0,0,0,0,0,0,0,0
586,Shared Layer,Overhead,CIO/Exec. Office,KST 665001          SW Development Serv,Run,Result,3,0,0,0,0,0,0,0,0,3
587,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,KST 665005          Data Warehouse DBSS,Run,Cash,8,0,0,0,0,0,0,0,-4,4
588,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,KST 665005          Data Warehouse DBSS,Run,Clearstream,6,0,0,0,0,0,0,0,-3,3
589,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,KST 665005          Data Warehouse DBSS,Run,Data,5,0,0,0,0,0,0,0,-2,2
590,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,KST 665005          Data Warehouse DBSS,Run,Eurex,24,-1,0,0,0,0,0,0,-12,12
591,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,KST 665005          Data Warehouse DBSS,Run,Index,2,0,0,0,0,0,0,0,-1,1
592,Shared Layer,SAP & Corporate Systems (incl Statistix),Corporate Systems,KST 665005          Data Warehouse DBSS,Run,Result,45,-1,0,0,0,0,0,0,-22,23
593,Shared Layer,Shared Infr.,Other Infr.,KST 665009          IT Operations,Run,Cash,29,5,0,0,0,0,0,0,-13,21
594,Shared Layer,Shared Infr.,Other Infr.,KST 665009          IT Operations,Run,Clearstream,72,12,0,0,0,0,0,0,-32,52
595,Shared Layer,Shared Infr.,Other Infr.,KST 665009          IT Operations,Run,Data,20,3,0,0,0,0,0,0,-9,15
596,Shared Layer,Shared Infr.,Other Infr.,KST 665009          IT Operations,Run,Eurex,99,17,0,0,0,0,0,0,-44,72
597,Shared Layer,Shared Infr.,Other Infr.,KST 665009          IT Operations,Run,GSF,9,2,0,0,0,0,0,0,-4,7
598,Shared Layer,Shared Infr.,Other Infr.,KST 665009          IT Operations,Run,IFS,18,3,0,0,0,0,0,0,-8,13
599,Shared Layer,Shared Infr.,Other Infr.,KST 665009          IT Operations,Run,Index,15,3,0,0,0,0,0,0,-7,11
600,Shared Layer,Shared Infr.,Other Infr.,KST 665009          IT Operations,Run,Result,263,44,0,0,0,0,0,0,-117,190
601,Shared Layer,Security,CISO,KST 665013          Info Sec,Run,Cash,11,0,0,0,0,0,0,0,-2,9
602,Shared Layer,Security,CISO,KST 665013          Info Sec,Run,Clearstream,37,0,0,0,0,0,0,0,-5,31
603,Shared Layer,Security,CISO,KST 665013          Info Sec,Run,Commodities,3,0,0,0,0,0,0,0,0,2
604,Shared Layer,Security,CISO,KST 665013          Info Sec,Run,Data,7,0,0,0,0,0,0,0,-1,6
605,Shared Layer,Security,CISO,KST 665013          Info Sec,Run,Eurex,36,0,0,0,0,0,0,0,-5,31
606,Shared Layer,Security,CISO,KST 665013          Info Sec,Run,Foreign Exchange,0,0,0,0,0,0,0,0,0,0
607,Shared Layer,Security,CISO,KST 665013          Info Sec,Run,GSF,5,0,0,0,0,0,0,0,-1,5
608,Shared Layer,Security,CISO,KST 665013          Info Sec,Run,IFS,24,0,0,0,0,0,0,0,-3,21
609,Shared Layer,Security,CISO,KST 665013          Info Sec,Run,Index,3,0,0,0,0,0,0,0,0,3
610,Shared Layer,Security,CISO,KST 665013          Info Sec,Run,Result,125,0,0,0,0,0,0,0,-18,108
611,Direct,Data,0,KST 665016          Reference Data,Run,Cash,-22,0,0,0,0,0,0,0,-5,-27
612,Direct,Data,0,KST 665016          Reference Data,Run,Clearstream,-19,0,0,0,0,0,0,0,-4,-23
613,Direct,Data,0,KST 665016          Reference Data,Run,Data,-8,0,0,0,0,0,0,0,-2,-10
614,Direct,Data,0,KST 665016          Reference Data,Run,Eurex,-11,0,0,0,0,0,0,0,-3,-14
615,Direct,Data,0,KST 665016          Reference Data,Run,GSF,-1,0,0,0,0,0,0,0,0,-1
616,Direct,Data,0,KST 665016          Reference Data,Run,Index,-3,0,0,0,0,0,0,0,-1,-4
617,Direct,Data,0,KST 665016          Reference Data,Run,Result,-64,0,0,0,0,0,0,0,-15,-79
618,Direct,Derivatives,0,KST 665020          Derivatives - T7,Run,Eurex,279,23,0,0,0,0,0,-1,-88,214
619,Direct,Derivatives,0,KST 665020          Derivatives - T7,Run,Result,279,23,0,0,0,0,0,-1,-88,214
620,Direct,Cash,0,"KST 665021          Cash IT Pre-IPO,CM&I",Run,Cash,-41,-1,0,0,0,0,0,0,-22,-64
621,Direct,Cash,0,"KST 665021          Cash IT Pre-IPO,CM&I",Run,Result,-41,-1,0,0,0,0,0,0,-22,-64
622,Direct,Clearing,0,"KST 665040          Clearing - CCP, C7",Run,Cash,9,2,0,0,0,0,0,0,-4,8
623,Direct,Clearing,0,"KST 665040          Clearing - CCP, C7",Run,Eurex,216,57,0,0,0,0,0,0,-85,187
624,Direct,Clearing,0,"KST 665040          Clearing - CCP, C7",Run,Result,225,59,0,0,0,0,0,0,-89,195
625,Direct,Risk,0,KST 665050          Risk IT DBSS,Run,Eurex,-490,75,0,0,-1,0,0,-1,-195,-612
626,Direct,Risk,0,KST 665050          Risk IT DBSS,Run,Result,-490,75,0,0,-1,0,0,-1,-195,-612
627,Direct,Energy,0,KST 665060          Energy - M7,Run,Commodities,226,58,0,0,0,0,0,0,-157,127
628,Direct,Energy,0,KST 665060          Energy - M7,Run,Result,226,58,0,0,0,0,0,0,-157,127
629,Direct,Energy,0,KST 665061          Energy Technical Ops,Run,Commodities,15,0,0,0,0,0,0,0,-47,-32
630,Direct,Energy,0,KST 665061          Energy Technical Ops,Run,Result,15,0,0,0,0,0,0,0,-47,-32
631,Direct,Settlement,0,KST 665080          Settlement,Run,Cash,6,6,0,0,0,0,0,0,-11,1
632,Direct,Settlement,0,KST 665080          Settlement,Run,Clearstream,16,18,0,0,0,0,0,0,-31,2
633,Direct,Settlement,0,KST 665080          Settlement,Run,Data,5,5,0,0,0,0,0,0,-9,1
634,Direct,Settlement,0,KST 665080          Settlement,Run,Eurex,23,25,0,0,0,0,0,0,-45,3
635,Direct,Settlement,0,KST 665080          Settlement,Run,GSF,2,2,0,0,0,0,0,0,-4,0
636,Direct,Settlement,0,KST 665080          Settlement,Run,IFS,4,4,0,0,0,0,0,0,-8,1
637,Direct,Settlement,0,KST 665080          Settlement,Run,Index,3,4,0,0,0,0,0,0,-7,0
638,Direct,Settlement,0,KST 665080          Settlement,Run,Result,59,65,0,0,0,0,0,0,-115,9
639,Direct,Asset Servicing,0,KST 665090          Asset Servicing,Run,Cash,-1,0,0,0,0,0,0,0,0,-1
640,Direct,Asset Servicing,0,KST 665090          Asset Servicing,Run,Clearstream,-375,11,0,0,0,0,0,0,-49,-413
641,Direct,Asset Servicing,0,KST 665090          Asset Servicing,Run,Data,0,0,0,0,0,0,0,0,0,0
642,Direct,Asset Servicing,0,KST 665090          Asset Servicing,Run,Eurex,-2,0,0,0,0,0,0,0,0,-3
643,Direct,Asset Servicing,0,KST 665090          Asset Servicing,Run,GSF,-8,0,0,0,0,0,0,0,-1,-9
644,Direct,Asset Servicing,0,KST 665090          Asset Servicing,Run,IFS,-10,0,0,0,0,0,0,0,-1,-10
645,Direct,Asset Servicing,0,KST 665090          Asset Servicing,Run,Index,0,0,0,0,0,0,0,0,0,0
